alert,commit,repo_name,file_name_x,is_clean,is_refactor,added_functions,added_lines_label,comment
Simplify-boolean-expression,dc4a27d69431197ea2e15c59d5c70d08373428e1,locustio/locust,locust/stats.py,FALSE,5,,TRUE,
broad-exception-caught,597c41d616143a662ec0768c2580be215f3e8a9a,AlertaDengue/AlertaDengue,AlertaDengue/dados/views.py,FALSE,0,,TRUE,
broad-exception-caught,ef91a8dfa664457f6ece5f4e18f86dbfa3f168d2,Azure/azure-sdk-for-python,scripts/auto_release/main.py,FALSE,56,,TRUE,
broad-exception-caught,febca8ccbb10d4a618a20c5a25df86ca3532acb0,Cog-Creators/Red-DiscordBot,redbot/cogs/alias/alias.py,FALSE,1,,TRUE,changed lines – added and deleted
broad-exception-caught,5ea7197e28cc54406b3f4fd58a249d131b55cff1,DIRACGrid/WebAppDIRAC,src/WebAppDIRAC/WebApp/handler/RequestMonitorHandler.py,FALSE,2,,TRUE,
broad-exception-caught,1451ed5e9fbd005611ec86751c08c961621c7daf,DIRACGrid/WebAppDIRAC,src/WebAppDIRAC/WebApp/handler/ProxyManagerHandler.py,FALSE,1,,TRUE,
broad-exception-caught,5344f6ed74637d17ef9a9bdd74410eca671cb376,DStauffman/dstauffman,dstauffman/estimation/batch.py,FALSE,0,,TRUE,
broad-exception-caught,8f2741356287e68cea624972f27beb6f55454d6c,Der-Eddy/discord_bot,main.py,FALSE,0,,TRUE,
broad-exception-caught,836bb60b2cabca69ef49bd55c72354ade1e7d3f3,Der-Eddy/discord_bot,main.py,FALSE,2,,TRUE,
broad-exception-caught,f22340dbc85748f6623ec1e8e75b89f5fccf4d49,Erotemic/ubelt,ubelt/util_indexable.py,FALSE,0,,TRUE,
broad-exception-caught,e0501defc4ab642d777b05331b1eb92425270c89,F5Networks/f5-ansible,ansible_collections/f5networks/f5_modules/plugins/modules/bigiq_regkey_license.py,FALSE,0,,TRUE,
broad-exception-caught,bab4b0b30526eecaf947c1ff4c5a8b957c03044b,Giswater/giswater_qgis_plugin,core/threads/project_layers_config.py,FALSE,0,,TRUE,
broad-exception-caught,a698c15362b486f650de93e2c206221bf8aa3331,GoogleCloudPlatform/python-docs-samples,cloud-sql/sql-server/sqlalchemy/main.py,FALSE,1,,TRUE,
broad-exception-caught,69dbd8cdd097d26e85da59ff52e851a336957d88,GoogleCloudPlatform/python-docs-samples,cloud-sql/mysql/sqlalchemy/main.py,FALSE,1,,TRUE,
broad-exception-caught,ecb694736944368dc2f8624e377e1cd350bd93ba,GoogleCloudPlatform/python-docs-samples,cloud-sql/postgres/sqlalchemy/main.py,FALSE,1,,TRUE,
broad-exception-caught,ac8df90b18c1cc6c555be22039a1cffe4541c518,HaroldMills/Vesper,vesper/command/detect_command.py,FALSE,0,,TRUE,
broad-exception-caught,b595cfa1ea3e11ecdb29a35e634b2103b72e4026,JamesPHoughton/pysd,pysd/py_backend/statefuls.py,FALSE,2,,TRUE,
broad-exception-caught,6b44a29d8d29bfac2d1525d7b46bff9384b94ff2,JamesPHoughton/pysd,pysd/py_backend/data.py,FALSE,1,,TRUE,
broad-exception-caught,d1b8733ca2ef9129521d70144e400328107a6f63,Keeper-Security/Commander,keepercommander/plugins/adpasswd/adpasswd.py,FALSE,1,,TRUE,
broad-exception-caught,36225a0f59e57fea439fdad2567ff6befb25dbef,MarxMustermann/OfMiceAndMechs,executeMe.py,FALSE,0,,TRUE,
