alert,commit,repo_name,file_name_x,is_clean,is_refactor,added_functions,is_refactor_label,is_clean_label,reduced_McCabe_max_label,Comment
too-many-branches,89c9e747e052957de792eef2127b6574db1aa2be,fabioz/Pydev,plugins/org.python.pydev.core/pysrc/_pydevd_bundle/pydevd_safe_repr.py,FALSE,0,,,,,
too-many-branches,2365d8b9b5e8f1054c575818bf4a1684d2f9d121,facelessuser/ColorHelper,lib/coloraide/spaces/srgb/css.py,FALSE,0,,,,,
too-many-branches,c3219ebad1cac35afc04cc051c9e215c70cd1e9b,frappe/erpnext,erpnext/accounts/report/sales_register/sales_register.py,FALSE,0,,,,,
too-many-branches,8b35d0545287d8778f9fcc6f4a27e9f3ccab84d7,gajim/gajim,gajim/gtk/search_view.py,FALSE,0,,,,,
too-many-branches,2bad443e7476b8878a5cb80118dc0b41150e11cc,gboeing/osmnx,osmnx/elevation.py,FALSE,0,,,,,
too-many-branches,561670c802ca9f377a312c8c57edbf783b98d1bb,genialis/resolwe-bio,resolwe_bio/processes/reads_processing/markduplicates.py,FALSE,0,,,,,
too-many-branches,130b943c0a29a5ee8f329c266076be9874cb45d8,geodynamics/burnman,burnman/classes/composition.py,TRUE,3,,,,,
too-many-branches,54c0648bd1d7552d27c577d65f70c25023001071,giampaolo/psutil,scripts/internal/git_pre_commit.py,FALSE,0,,,,,
too-many-branches,e7ba381b77d24cdfbd1a1a8df9acd02db8e81e54,giampaolo/psutil,scripts/internal/git_pre_commit.py,TRUE,5,,,,,
too-many-branches,e86d4299e2d0b688e1f9cb2d3b0dfe9c13eb1f07,gkunter/coquery,coquery/gui/contextviewer.py,TRUE,1,,,,,
too-many-branches,72bd21eca599b915283ebd2e3a6c3e86c96b2331,google/qkeras,qkeras/qtools/qenergy/qenergy.py,FALSE,0,,,,,
too-many-branches,39dc01d9a832b7661aa06dd3600b052756d3fcf4,google/qkeras,qkeras/qtools/interface.py,FALSE,0,,,,,
too-many-branches,2e1cc9a946e1d4db68560c7f5488c00750f418b2,google/skia,infra/bots/recipe_modules/checkout/api.py,FALSE,0,,,,,
too-many-branches,4fcab02e8109896841f160678d7db552ad9dab4f,google/turbinia,turbinia/workers/partitions.py,TRUE,1,,,,,
too-many-branches,4ddc426a6b4b8cd319fa885e363c94b35ef777d9,googleapis/python-aiplatform,google/cloud/aiplatform_v1beta1/services/endpoint_service/client.py,FALSE,0,,,,,
too-many-branches,4ddc426a6b4b8cd319fa885e363c94b35ef777d9,googleapis/python-aiplatform,google/cloud/aiplatform_v1beta1/services/job_service/client.py,FALSE,0,,,,,
too-many-branches,4ddc426a6b4b8cd319fa885e363c94b35ef777d9,googleapis/python-aiplatform,google/cloud/aiplatform_v1beta1/services/pipeline_service/client.py,FALSE,0,,,,,
too-many-branches,4ddc426a6b4b8cd319fa885e363c94b35ef777d9,googleapis/python-aiplatform,google/cloud/aiplatform_v1beta1/services/specialist_pool_service/client.py,FALSE,0,,,,,
too-many-branches,4ddc426a6b4b8cd319fa885e363c94b35ef777d9,googleapis/python-aiplatform,google/cloud/aiplatform_v1beta1/services/prediction_service/client.py,FALSE,0,,,,,
too-many-branches,4ddc426a6b4b8cd319fa885e363c94b35ef777d9,googleapis/python-aiplatform,google/cloud/aiplatform_v1beta1/services/model_service/client.py,FALSE,0,,,,,
too-many-branches,4ddc426a6b4b8cd319fa885e363c94b35ef777d9,googleapis/python-aiplatform,google/cloud/aiplatform_v1beta1/services/dataset_service/client.py,FALSE,0,,,,,
too-many-branches,a81509a78df8a1d457e1eaf7764249a89f8f727b,googleapis/storage-testbench,gcs/object.py,TRUE,2,,,,,
too-many-branches,290f8263c40b52c8a79ee152e16c87e7f5983a9c,gridsync/gridsync,gridsync/monitor.py,FALSE,0,,,,,
too-many-branches,9e1c987b89fb3e36341d0e7a85d0bedf8c6c9fd7,gridsync/gridsync,gridsync/monitor.py,FALSE,0,,,,,
too-many-branches,e1a81a5e9a13a3bab43e7a2cf9725a9613974847,gridsync/gridsync,gridsync/monitor.py,TRUE,2,,,,,
too-many-branches,875c157018d1d8c73557b0ca921b5743b4d31ded,gridsync/gridsync,gridsync/monitor.py,FALSE,0,,,,,
too-many-branches,e98237cf9e59e64668629df0d0da600848d74df6,gridsync/gridsync,gridsync/monitor.py,FALSE,0,,,,,
too-many-branches,8d225b5c1b1da66025e1beaafd512966aed8dc45,guardicore/monkey,monkey/infection_monkey/main.py,FALSE,0,,,,,
too-many-branches,319cbbe19153d935f1e706b9bb2e9a294defe9e5,huggingface/transformers,src/transformers/models/deberta_v2/modeling_tf_deberta_v2.py,FALSE,0,,,,,
too-many-branches,fa84384897ed504c981af6dcc0d73ec180cb1002,hyperspy/hyperspy,hyperspy/_components/power_law.py,FALSE,0,,,,,
too-many-branches,6482376e847e0336595d9e78a56f393d4eee27b7,indico/indico,indico/modules/auth/controllers.py,TRUE,1,,,,,
too-many-branches,5148d30bdd312c289b1dc6524dcd73ead995eece,indico/indico,indico/modules/auth/controllers.py,TRUE,13,,,,,
too-many-branches,d0ea9310fd387e1714be57ad992c487f87e320ba,isard-vdi/isard,api/src/api/views/DesktopsNonPersistentView.py,FALSE,0,,,,,
too-many-branches,728eedd0e9497dcc23f0171d9ecbc5ef2d9e97fa,isard-vdi/isard,api/src/api/libv2/api_users.py,FALSE,0,,,,,
too-many-branches,73f16b09b7032a855cd7c71f115ae25f756dc212,isard-vdi/isard,api/src/api/libv2/api_desktops_persistent.py,TRUE,1,,,,,
too-many-branches,d0ea9310fd387e1714be57ad992c487f87e320ba,isard-vdi/isard,api/src/api/views/DesktopsPersistentView.py,FALSE,0,,,,,
too-many-branches,5075b0825ba34972f87ca7b1f576a7eff37a4117,isard-vdi/isard,api/src/api/views/VpnViews.py,FALSE,0,,,,,
too-many-branches,a0709483e0af5dfe36d592b1c4f78a423428c228,jeremiah-c-leary/vhdl-style-guide,vsg/rules/block_comment/rule_002.py,TRUE,3,,,,,
too-many-branches,41b0a3704fc9e916294547ea0350a6d37104048a,jeremiah-c-leary/vhdl-style-guide,vsg/rules/constant/rule_014.py,TRUE,2,,,,,
too-many-branches,a0709483e0af5dfe36d592b1c4f78a423428c228,jeremiah-c-leary/vhdl-style-guide,vsg/rules/block_comment/rule_003.py,TRUE,3,,,,,
too-many-branches,c2014549a7c0b9c0a9d90039ce40fbfc98b1e7e0,jeremiah-c-leary/vhdl-style-guide,vsg/vhdlFile/classify/name.py,FALSE,0,,,,,
too-many-branches,ab566beed24815c1dc3bc34f8a8eadb76062c88f,jeremiah-c-leary/vhdl-style-guide,vsg/vhdlFile/code_tags.py,TRUE,9,,,,,
too-many-branches,1717a414c837fd08adb68158e27d451c67d465c6,kivy/kivy,kivy/uix/bubble.py,TRUE,10,,,,,
too-many-branches,8116f18c87fb09d11c1127869d79cbc2fa1c89f0,kizniche/Mycodo,mycodo/utils/pid_controller_default.py,FALSE,0,,,,,
too-many-branches,8a98702eb6d45d25a73c7a7336bc15dfddd935d9,kizniche/Mycodo,mycodo/utils/influx.py,FALSE,0,,,,,
too-many-branches,f5d76adb10f371001a8204dd399b73c89d6faa3d,kobotoolbox/kobocat,onadata/apps/logger/views.py,FALSE,0,,,,,
too-many-branches,00fbe414333793e2107441086f639070654e2111,lablup/backend.ai-manager,src/ai/backend/manager/config.py,FALSE,0,,,,,
too-many-branches,11142c548ee91c37c8819a2f5e81b65f78eac873,ligo-cbc/pycbc,pycbc/workflow/tmpltbank.py,FALSE,0,,,,,
too-many-branches,2ea2926067be24ae4fca20726a8c8ac8531a4d5e,ligo-cbc/pycbc,pycbc/mchirp_area.py,TRUE,2,,,,,
too-many-branches,8a86289875a71f6a4978f6bceea6ef7bf1c00f3f,lnls-fac/pyaccel,pyaccel/lattice.py,TRUE,1,,,,,
too-many-branches,787095948c63633702b64cb9fa34a601258f22ca,lowRISC/opentitan,hw/ip/otbn/dv/otbnsim/sim/state.py,TRUE,2,,,,,
too-many-branches,79d78a291ef912795f3841f35d6d8c45bb74587c,lutris/lutris,lutris/game.py,FALSE,0,,,,,
too-many-branches,b8701860288cf9ddf9f6512d9f85f9e427173a4f,lutris/lutris,lutris/game.py,FALSE,0,,,,,
too-many-branches,d32b45c7c125d2dafee066f76fc394bddfe48710,lutris/lutris,lutris/game.py,FALSE,0,,,,,
too-many-branches,7453cdb5dd72ce4d9d25bff58b7745605822cb03,lutris/lutris,lutris/services/gog.py,TRUE,5,,,,,
too-many-branches,d7151f04c640815648bc7fa6713c65f234ecc3b7,lutris/lutris,lutris/services/gog.py,FALSE,0,,,,,
too-many-branches,9268047c9763a58a4985b51a01b516c8823591db,mapillary/OpenSfM,opensfm/exif.py,FALSE,0,,,,,
too-many-branches,70657d08ff2a60badf2b99ec0475ce7cef54a278,mariolukas/FabScanPi-Server,src/fabscan/scanner/laserscanner/FSCalibrationActor.py,TRUE,2,,,,,
too-many-branches,acda9f07c858902ab072d49f6ad3e26df874d06e,matrix-org/synapse,synapse/rest/client/push_rule.py,FALSE,0,,,,,
too-many-branches,a8db8c6eba8625f8fc224b320be6074d849ceada,matrix-org/synapse,synapse/rest/client/sync.py,FALSE,0,,,,,
too-many-branches,ee8c90701d8c8e909f11eabe7fa4d79929c3c33f,mdiller/MangoByte,cogs/admin.py,FALSE,0,,,,,
too-many-branches,2431dff25f853fa952ce0d0efe8c2d7330c244d6,metabrainz/acousticbrainz-server,db/dump.py,FALSE,0,,,,,
too-many-branches,3c419eb150ea7bd70a91431c82ccd1e6d5c28b56,metabrainz/acousticbrainz-server,db/dump.py,FALSE,0,,,,,
too-many-branches,7987ffadb63deb6abd6ea80d849508169ca105f9,metabrainz/acousticbrainz-server,db/dump.py,FALSE,0,,,,,
too-many-branches,b8c8a5cf06df0151013c68491767f370521c4902,metabrainz/acousticbrainz-server,db/dump.py,FALSE,0,,,,,
too-many-branches,0eb3ef684ef65fa7743d55ecd31b159a0ac2bd3f,metabrainz/listenbrainz-server,listenbrainz/listenstore/timescale_utils.py,TRUE,2,,,,,
too-many-branches,804836d2c96c191047844e7bf2a5998a3442cd03,metabrainz/listenbrainz-server,listenbrainz/db/dump.py,FALSE,0,,,,,
too-many-branches,a8b9f401b41ec19c6887caa11dabc1fff243f39f,metabrainz/listenbrainz-server,listenbrainz/db/dump.py,FALSE,0,,,,,
too-many-branches,74e55a6dedd0089d5790c9691ba93327c4ddeae0,minio/howto,sphinxext/minio.py,TRUE,1,,,,,
too-many-branches,941eab5e4d0883406afd43b075c45518bd2bf57c,minio/howto,sphinxext/minio.py,FALSE,0,,,,,
too-many-branches,de6603824e1ac7d9cdf925acb0f9fff073991332,mlflow/mlflow,mlflow/utils/search_utils.py,TRUE,5,,,,,
too-many-branches,7ea4ce546c217bbf14b38eae3c676966d89b41cb,mlflow/mlflow,mlflow/utils/search_utils.py,TRUE,8,,,,,
too-many-branches,62143cbeb12a822e08833941c4e0f1d450d35240,mne-tools/mne-python,mne/parallel.py,TRUE,1,,,,,
too-many-branches,e2150ede1cfbdb44ad64268623a3d55ed87a1702,mne-tools/mne-python,mne/beamformer/_lcmv.py,TRUE,1,,,,,
too-many-branches,a586325c8fee3ef0623e4660795451e08908255e,mozilla-services/tecken,tecken/api/views.py,TRUE,5,,,,,
too-many-branches,4703755e269c76c90555c94276f14370b2b92e5c,mozilla/kitsune,kitsune/questions/forms.py,FALSE,0,,,,,
too-many-branches,5e3c51e593651f0add822a64c7224ef5e476c4da,mozman/ezdxf,src/ezdxf/math/_construct.py,FALSE,0,,,,,
too-many-branches,85ba75defe0e73dd86c00b54745fccf4b5831cc1,mpi4py/mpi4py,conf/cythonize.py,FALSE,0,,,,,
too-many-branches,53791c3c6e0564cb7bbb79a524cedf69db7dc9a0,mrachinskiy/jewelcraft,op_design_report/report_get.py,FALSE,0,,,,,
too-many-branches,0b2db818d2eb0a520b8ccb6d9b265f40f00f21c0,mupif/mupif,mupif/pyroutil.py,FALSE,0,,,,,
too-many-branches,0310683759e62e378ec184a31e419b803e23ab93,numba/numba,numba/cuda/compiler.py,TRUE,6,,,,,
too-many-branches,b628572aa0a8d35825acbd1502cdf0b8e1023bbc,opencobra/cobrapy,src/cobra/manipulation/delete.py,TRUE,1,,,,,
too-many-branches,dbcce25d3840a06ea83d5f76ca90d55c2a0ac629,openstack/ironic,ironic/drivers/modules/irmc/inspect.py,FALSE,0,,,,,
too-many-branches,f7fac03ae1a4b1b1471f6054ba058382a1b9e1a1,openstack/neutron,neutron/agent/linux/interface.py,TRUE,2,,,,,
too-many-branches,e2db1c7a4032d316e5b655b858b023ace8435cd8,openstack/tacker,tacker/vnfm/infra_drivers/kubernetes/k8s/translate_outputs.py,TRUE,1,,,,,
too-many-branches,ff81bc3c0e5cad8aec461d5bd9a40679362fe20d,openzim/zimfarm,dispatcher/backend/src/utils/offliners.py,FALSE,0,,,,,
too-many-branches,f5052a3bea8bf14e868b29fc314fe4beedc1da56,oppia/oppia,core/controllers/topics_and_skills_dashboard.py,TRUE,2,,,,,
too-many-branches,dcd1a1e0b67cefc5e41d363dad5f57ef9668e965,pallets/flask,src/flask/helpers.py,TRUE,2,,,,,
too-many-branches,92acd05d9bd33419ab885e4472b28a1d5cc15d2e,pallets/flask,src/flask/helpers.py,FALSE,0,,,,,
too-many-branches,c43727711067e474857005cb7669fcec6552cac2,pandas-dev/pandas,pandas/core/indexes/period.py,FALSE,0,,,,,
too-many-branches,9b0ef5d07fb218df4e36e133d69b1ea4c6be43bd,pandas-dev/pandas,pandas/core/indexes/datetimes.py,TRUE,1,,,,,
too-many-branches,bbffcb95cf8a9ecc190ed8f467c7e283bc7d50b8,pandas-dev/pandas,pandas/core/indexes/datetimes.py,FALSE,0,,,,,
too-many-branches,9a00692ca757a6380b99fd544d25b8d95ab16241,pandas-dev/pandas,pandas/core/indexes/datetimes.py,FALSE,0,,,,,
too-many-branches,b678ecac30c629e215190f6001b3519feb9f1046,pandas-dev/pandas,pandas/core/indexes/period.py,FALSE,0,,,,,
too-many-branches,9a00692ca757a6380b99fd544d25b8d95ab16241,pandas-dev/pandas,pandas/core/indexes/period.py,TRUE,3,,,,,
too-many-branches,59b275c1dc63c5422495cf4d1564b674a32f4d77,pandas-dev/pandas,pandas/core/indexes/period.py,FALSE,0,,,,,
too-many-branches,c4f9d87bae2f09bfea18141742bae8deaa4748eb,pantsbuild/pants,src/python/pants/core/goals/fmt.py,FALSE,0,,,,,
too-many-branches,2c629bda26452483bb02457741506f779344750a,pantsbuild/pants,src/python/pants/help/help_printer.py,TRUE,5,,,,,
too-many-branches,5e021322ffe92f541a626288b47ccc4ecfa30988,pantsbuild/pants,src/python/pants/base/specs_parser.py,FALSE,0,,,,,
too-many-branches,3e71bc7896935a8177e9bbe9399769c3522528dc,pantsbuild/pex,pex/jobs.py,FALSE,0,,,,,
too-many-branches,571354901e306900031e9d15572863b3d40f5faf,pauliacomi/pyGAPS,src/pygaps/characterisation/area_bet.py,FALSE,0,,,,,
too-many-branches,bf2c389d2c5fe5889eb705f841a090cf9ba21c20,pauliacomi/pyGAPS,src/pygaps/characterisation/area_bet.py,TRUE,1,,,,,
too-many-branches,127d5ecd3f6620309cbae5c7f34669c265c19ab3,pcolmant/repanier,repanier/views/order_init_ajax.py,TRUE,1,,,,,
too-many-branches,f4062cd6710c04d8ef9f577a278d1f29b7cadc36,pcolmant/repanier,repanier/views/order_init_ajax.py,FALSE,0,,,,,
too-many-branches,021c6f6ebb2defe64e9c4b4800c5f5d1e11c507c,pimutils/khal,khal/settings/utils.py,FALSE,0,,,,,
too-many-branches,14d45667deadd116e7f3f29ecd09bf6d4d3d4599,psy0rz/zfs_autobackup,zfs_autobackup/ZfsAuto.py,FALSE,0,,,,,
too-many-branches,2ffd3baf772c91b6c8bc699cbef66b4c01c1487a,psy0rz/zfs_autobackup,zfs_autobackup/CmdPipe.py,TRUE,2,,,,,
