alert,commit,repo_name,file_name_x,is_clean,is_refactor,added_functions,is_refactor_label,is_clean_label,reduced_McCabe_max_label,Comment
too-many-branches,4106bd35d2c8bd8cf66dff5427d2c7349dc8f45c,CanalTP/navitia,source/jormungandr/jormungandr/scenarios/helper_classes/fallback_durations.py,TRUE,8,,,,,
too-many-branches,f30aa02c1b5687bb302cd6783534e426a6fd5ae6,DiCarloLab-Delft/PycQED_py3,pycqed/instrument_drivers/meta_instrument/LutMans/ro_lutman.py,FALSE,0,,,,,
too-many-branches,67d8d0f176137bda8efe84ae36d6495b5debe7c7,DiCarloLab-Delft/PycQED_py3,pycqed/instrument_drivers/meta_instrument/LutMans/ro_lutman.py,FALSE,0,,,,,
too-many-branches,f6414dbb3eb1b598a58ae7c0e0a29422ee403165,DiCarloLab-Delft/PycQED_py3,pycqed/instrument_drivers/meta_instrument/LutMans/ro_lutman.py,FALSE,0,,,,,
too-many-branches,325ecd94b17ae05b453a21564afa11b9580e4510,DiCarloLab-Delft/PycQED_py3,pycqed/instrument_drivers/meta_instrument/LutMans/ro_lutman.py,FALSE,0,,,,,
too-many-branches,b86256ce9d2582a147f13ef10fd800dda89f0d4e,EducationalTestingService/rsmtool,rsmtool/writer.py,FALSE,0,,,,,
too-many-branches,f6fa9813c3d18e7d1986cf8a2f0aaa1249ce5d21,EducationalTestingService/rsmtool,rsmtool/writer.py,TRUE,1,,,,,
too-many-branches,634f6ec4eb9997d7bd0f8209fad49a4171d42384,ElementsProject/elements,contrib/devtools/security-check.py,FALSE,0,,,,,
too-many-branches,3d425cfe0a87d4fbf85dc624ca5ea0c46b51923d,Fizzadar/pyinfra,pyinfra/api/state.py,FALSE,0,,,,,
too-many-branches,bab4b0b30526eecaf947c1ff4c5a8b957c03044b,Giswater/giswater_qgis_plugin,core/threads/project_layers_config.py,FALSE,0,,,,,
too-many-branches,dc2d39b66f9b46d49d056a8e9afffb49af606595,GoogleCloudPlatform/gcpdiag,gcpdiag/lint/command.py,TRUE,2,,,,,
too-many-branches,ac8df90b18c1cc6c555be22039a1cffe4541c518,HaroldMills/Vesper,vesper/command/detect_command.py,FALSE,0,,,,,
too-many-branches,5c9ba6da30019fc209f8b42259bdbe0f4fd32b3f,HumanCompatibleAI/imitation,src/imitation/algorithms/bc.py,TRUE,17,,,,,"commit with many change, could not label yet not typical refactor anyway"
too-many-branches,f9475c5168592259642adf600f288afae7190dcf,HumanCompatibleAI/imitation,src/imitation/scripts/train_preference_comparisons.py,FALSE,0,FALSE,FALSE,,FALSE,Seems FP
too-many-branches,d281fddb84fd5f18d4f7754aa44791a9806577bc,JamesPHoughton/pysd,pysd/py_backend/statefuls.py,FALSE,0,TRUE,TRUE,,TRUE,using object external to file
too-many-branches,9f779d5ffa69b027d1e14fb53d3c067860125008,JohnCremona/bianchi-progs,FD/alphas.py,FALSE,0,TRUE,TRUE,,TRUE,move to per computed
too-many-branches,99fc98289551c67746926d2ed61864ad9b96af42,Keeper-Security/Commander,keepercommander/yubikey/yubikey.py,FALSE,0,FALSE,FALSE,,TRUE,logic change
too-many-branches,da0c4dc4213bade7f5f7c277ce718319f4a0901b,Maselkov/GW2Bot,guildwars2/commerce.py,TRUE,1,,,,,
too-many-branches,da0c4dc4213bade7f5f7c277ce718319f4a0901b,Maselkov/GW2Bot,guildwars2/wallet.py,TRUE,1,,,,,
too-many-branches,136e80004e5978a6bc0dc6ea1eeec9204629cea5,NeuralEnsemble/python-neo,neo/io/alphaomegaio.py,FALSE,0,FALSE,TRUE,,TRUE,"massive delete, implemented externally"
too-many-branches,cb5b7a85259ab35f1ecde720089b273ed96cdc09,NeuralEnsemble/python-neo,neo/rawio/spikeglxrawio.py,TRUE,1,,,,,
too-many-branches,352662a370b50ab4b0e7f159a395045f1fa01d68,Neutree/COMTool,COMTool/plugins/base.py,FALSE,0,,,,,
too-many-branches,140afa7baa5c0feed803ad22e0fa3919f166c07d,Neutree/COMTool,COMTool/Main.py,TRUE,12,,,,,
too-many-branches,bc60f5327b1d061f7589cfb7b8da3f62a4c2337c,Nitrate/Nitrate,src/tcms/core/utils.py,FALSE,0,,,,,
too-many-branches,eb707db04caab1f80a39a676eb02518f23703b6f,OCA/l10n-romania,l10n_ro_stock_account/models/stock_move.py,FALSE,0,,,,,
too-many-branches,6eeb8d5d793650edf0296fa6cdf59ed41a783c6f,PMEAL/OpenPNM,openpnm/io/_dict.py,FALSE,0,,,,,
too-many-branches,51cc256ddda61f9ce145b44df331e18a77e4172d,PMEAL/OpenPNM,openpnm/algorithms/_invasion_percolation.py,FALSE,0,,,,,
too-many-branches,8036f7d6eac1e5a16e86fb14ff11c2fc39fefe84,PMEAL/OpenPNM,openpnm/core/_models.py,TRUE,1,,,,,
too-many-branches,d3c763285343a307f204e5e5fe5ffabbf070f73c,PyCQA/pylint,pylint/utils/file_state.py,TRUE,1,,,,,
too-many-branches,92d1b4cd2b8cda4bb7f9c39acbf868ee66afaec0,Rapptz/discord.py,discord/interactions.py,FALSE,0,,,,,
too-many-branches,cf26d0659afaadb29e60efe8ea31c612edfe18a0,VROOM-Project/vroom-scripts,src/plot.py,FALSE,0,,,,,
too-many-branches,e20d18eb697c3158e9a6194c77b6ce11c8c72982,acorg/dark-matter,dark/consensus.py,TRUE,1,,,,,
too-many-branches,c77636a76d68ffa1bc7dbd41edc522e523b909b8,acq4/acq4,acq4/modules/DataManager/FileInfoView.py,TRUE,24,,,,,
too-many-branches,951c23d29459023b44ef1154811c20537552a2cc,adbar/htmldate,htmldate/utils.py,TRUE,1,,,,,
too-many-branches,ff97c2fd5c45149579686f293123b98d3cbd13aa,aiven/aiven-client,aiven/client/argx.py,TRUE,1,,,,,
too-many-branches,f257b6bc888ae25afafaab00541fa548d4d5e397,akrherz/pyIEM,src/pyiem/windrose_utils.py,TRUE,1,,,,,
too-many-branches,37408c40b501a493df7553768bd143f458c310e2,all-of-us/raw-data-repository,rdr_service/services/consent/validation.py,FALSE,0,,,,,
too-many-branches,e8d8ff76a14ceadabfca6666fd2f00f0740fa05b,all-of-us/raw-data-repository,rdr_service/resource/generators/consent_metrics.py,TRUE,6,,,,,
too-many-branches,6f445ca6e5c9c8b85ccc5062e00508c69ca26fde,ansible/ansible,lib/ansible/utils/display.py,FALSE,0,,,,,
too-many-branches,4c9fb4f32af76a792c500fc76f8bfe4cbafcc9ec,arviz-devs/arviz,arviz/plots/traceplot.py,FALSE,0,,,,,
too-many-branches,422c00b3cc24f3983bea283396bff0195374dcc3,arviz-devs/arviz,arviz/plots/traceplot.py,FALSE,0,,,,,
too-many-branches,422c00b3cc24f3983bea283396bff0195374dcc3,arviz-devs/arviz,arviz/plots/kdeplot.py,FALSE,0,,,,,
too-many-branches,2737cb56940079bb98e2e5a9a14b56c9f9627b36,astropy/photutils,photutils/segmentation/detect.py,FALSE,0,,,,,
too-many-branches,cc7922efc204cb3b2950139969004be6ccf0bdae,awslabs/sockeye,sockeye/model.py,TRUE,5,,,,,
too-many-branches,a2766230f319155548b53d6d0672b79b150c6702,bazelbuild/bazel,tools/build_defs/pkg/build_tar.py,FALSE,0,,,,,
too-many-branches,52bca194c61d6c60402c4af19b64d1d65ecf4ca8,bazelbuild/bazel,tools/build_defs/pkg/archive.py,FALSE,0,,,,,
too-many-branches,4e4313df6ae7011f6adef3f10f50d594879e040e,benvanwerkhoven/kernel_tuner,kernel_tuner/strategies/hillclimbers.py,TRUE,2,,,,,
too-many-branches,3c008a5adc4d6c766516a18b368105386acc937c,benvanwerkhoven/kernel_tuner,kernel_tuner/strategies/hillclimbers.py,FALSE,0,,,,,
too-many-branches,53b5f4458cfa4f3b23b3256a6ee16e99addbeeba,biorack/metatlas,metatlas/io/file_converter.py,TRUE,5,,,,,
too-many-branches,b1f93635e5f74306795e856e580bf0a0e750194f,bl4de/security-tools,pef/pef.py,FALSE,0,,,,,
too-many-branches,e11af341069e5a822d855f9ff808ef288e624b99,bundlewrap/bundlewrap,bundlewrap/metadata.py,TRUE,1,,,,,
too-many-branches,78b720c5e2c409d6a8c2aa2f34dcb77b5f3ba225,candlepin/subscription-manager,src/subscription_manager/cli_command/status.py,TRUE,4,,,,,
too-many-branches,e999681ef89091d15a27b9dc74ae24b799db282a,catapult-project/catapult,dashboard/dashboard/pinpoint/models/quest/read_value.py,TRUE,3,,,,,
too-many-branches,930212befd67a390976fd9dfc5211aacb4446534,catapult-project/catapult,dashboard/dashboard/pinpoint/models/quest/read_value.py,FALSE,0,,,,,
too-many-branches,5f1b46a580a9a1de531c5bee72e0e95cf78b31d1,catkin/catkin_tools,catkin_tools/verbs/catkin_create/cli.py,FALSE,0,,,,,
too-many-branches,143369c812eed703f9576a362b45bc8f104c7aa8,coreboot/chrome-ec,zephyr/zmake/zmake/zmake.py,TRUE,2,,,,,
too-many-branches,b54655a55feb3d98dbad7e23965d953d8326186d,coreboot/chrome-ec,zephyr/zmake/zmake/zmake.py,TRUE,1,,,,,
too-many-branches,73bf1e22d61d14a4fbd6336d569b9149fbf48e94,couchbase/couchbase-python-client,couchbase/exceptions.py,TRUE,6,,,,,
too-many-branches,c9d2394c02f6c1870eb1737cc643dc786a93ef75,dart-lang/sdk,tools/linux_dist_support/create_debian_packages.py,FALSE,0,,,,,
too-many-branches,662a3ce7befdc5f3bb17186ca5f9a9d8aa4f522a,deepmind/dm_control,dm_control/autowrap/binding_generator.py,FALSE,0,,,,,
too-many-branches,662a3ce7befdc5f3bb17186ca5f9a9d8aa4f522a,deepmind/dm_control,dm_control/autowrap/autowrap.py,FALSE,0,,,,,
too-many-branches,a048b5cace0be25baed01c454d494a405bbab2c3,demisto/content,Packs/CommonScripts/Scripts/ReadPDFFileV2/ReadPDFFileV2.py,TRUE,7,,,,,
too-many-branches,dfef91d5570760677223516e0fe6564afa147539,demisto/content,Packs/Cybersixgill-ActionableAlerts/Integrations/CybersixgillActionableAlerts/CybersixgillActionableAlerts.py,TRUE,2,,,,,
too-many-branches,22efaa578953685beb3dd553cc4ec8ecfafb0e3e,demisto/content,Packs/BitSight/Integrations/BitSightForSecurityPerformanceManagement/BitSightForSecurityPerformanceManagement.py,TRUE,8,,,,,
too-many-branches,9c042e321deba1521eb6a74a0e06a4248db2c34f,dwavesystems/dimod,dimod/sampleset.py,TRUE,5,,,,,
too-many-branches,ad4a77cd8a18ae35c2ab7cd2a9d58d5611a63468,eljost/pysisyphus,deprecated/optimizers/ONIOMOpt.py,TRUE,1,,,,,
too-many-branches,ed7621a41281c61103c79cbc181e5aa89c3cf147,engineervix/Bible-Playlist-Generator,tenlists/cli/__main__.py,TRUE,1,,,,,
too-many-branches,6247cec4cc5ec2e6385897ca3b2cbb853b481441,envoyproxy/envoy,tools/proto_format/proto_sync.py,FALSE,0,,,,,
too-many-branches,f12c218b51953037b037ff439a091022a64ffdba,ewerybody/a2,ui/a2modsource.py,TRUE,2,,,,,
too-many-branches,b75e67177f19bbee3004a22968b237e3c8017190,ewerybody/a2,ui/a2modsource.py,TRUE,4,,,,,
too-many-branches,47e298499ef19563bb2ef5941a57046a35ae6868,fabioz/PyDev.Debugger,pydev_coverage.py,FALSE,0,,,,,
too-many-branches,51f4ae23c75dfac83d8d22a6a197a94f126a92d2,fabioz/PyDev.Debugger,_pydevd_bundle/pydevd_safe_repr.py,FALSE,0,,,,,
too-many-branches,51f4ae23c75dfac83d8d22a6a197a94f126a92d2,fabioz/PyDev.Debugger,_pydevd_bundle/pydevd_net_command.py,FALSE,0,,,,,
too-many-branches,89c9e747e052957de792eef2127b6574db1aa2be,fabioz/Pydev,plugins/org.python.pydev.core/pysrc/_pydevd_bundle/pydevd_net_command.py,FALSE,0,,,,,
too-many-branches,86af32cce78906d1e5a3abb65d35da4f7a75d487,fabioz/Pydev,plugins/org.python.pydev.core/pysrc/pydev_coverage.py,FALSE,0,,,,,
