LOC,LLOC,SLOC,Comments,Single comments,Multi,Blank,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,McCabe_max,McCabe_sum,path
108,60,59,7,5,15,29,6,15,8,16,21,24,74.11313393845472,105.41561814669026,3.2,337.32997806940887,18.74055433718938,0.03513853938223009,5,14,src\views\setup.py
133,85,79,6,16,4,34,3,18,9,18,21,27,79.81353752812508,118.59257041502654,1.5,177.8888556225398,9.882714201252211,0.03953085680500885,2,12,src\tools\troubleshoot_db.py
187,102,97,26,17,27,46,8,26,17,34,34,51,146.2114326716684,259.4606049037673,5.230769230769231,1357.1785487273983,75.39880826263324,0.08648686830125578,10,29,src\views\menu.py
93,41,43,10,7,21,22,2,3,2,3,5,5,6.754887502163469,11.60964047443681,1.0,11.60964047443681,0.6449800263576005,0.0038698801581456034,2,11,src\lib\Config.py
72,42,38,9,13,0,21,5,14,8,15,19,23,64.91260938324326,97.70233280920246,2.6785714285714284,261.7026771675066,14.539037620417032,0.03256744426973415,8,15,src\modules\autocomplete.py
165,93,85,2,1,37,42,7,20,15,27,27,42,106.09004635215048,199.7052750908657,4.725,943.6074248043404,52.422634711352245,0.06656842503028856,10,27,src\modules\misc.py
190,88,90,15,14,38,48,5,19,12,22,24,34,92.32026322986493,155.88872502451935,2.8947368421052633,451.2568355972929,25.069824199849606,0.05196290834150645,5,22,src\views\import_export.py
298,150,146,24,19,42,91,6,52,32,58,58,90,311.9326403476637,527.2182895614815,3.3461538461538463,1764.1535073788034,98.0085281877113,0.17573942985382715,7,44,src\views\categories.py
