LOC,LLOC,SLOC,Comments,Single comments,Multi,Blank,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,McCabe_max,McCabe_sum,path
259,147,180,24,28,9,42,13,63,38,74,76,112,424.67435151632895,699.7678815056817,7.634920634920635,5342.672238162427,296.815124342357,0.23325596050189387,15,53,src\iembot\iemchatbot.py
765,432,540,36,50,94,81,14,93,53,100,107,153,661.4447383418534,1031.4444489193754,7.526881720430108,7763.560368210353,431.30890934501963,0.3438148163064585,8,95,src\iembot\basicbot.py
874,510,640,65,77,65,92,15,124,82,155,139,237,920.9237014221004,1687.1890342354714,9.375,15817.397195957545,878.744288664308,0.5623963447451571,13,116,src\iembot\util.py
