LOC,LLOC,SLOC,Comments,Single comments,Multi,Blank,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,McCabe_max,McCabe_sum,path
70,43,39,0,7,7,17,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,3.0,21.0,src\pygubu\component\plugin_engine.py
255,29,250,0,0,0,5,1,4,2,4,5,6,8.0,13.931568569324174,0.5,6.965784284662087,0.3869880158145604,0.004643856189774725,,,src\pygubu\plugins\awesometkinter\designer\properties.py
58,27,36,9,10,0,12,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,3.0,10.0,src\pygubu\plugins\tkintertable\__init__.py
24,16,16,0,0,0,8,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,2.0,6.0,src\pygubu\plugins\tksheet\__init__.py
58,25,46,1,2,0,10,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,3.0,10.0,src\pygubu\plugins\awesometkinter\__init__.py
639,427,514,59,55,9,61,16,324,373,736,340,1109,2766.1114009346184,9326.014548176712,18.17283950617284,169480.16561624839,9415.564756458243,3.1086715160589042,16.0,121.0,src\pygubu\theming\photodraw.py
405,294,325,16,25,12,43,12,63,40,76,75,116,419.58818518914865,722.5429680975221,7.238095238095238,5229.834816705875,290.5463787058819,0.24084765603250738,9.0,94.0,src\pygubu\widgets\dockfw\dockframe.py
184,26,178,0,0,0,6,3,10,7,14,13,21,37.974168451037094,77.70923408096293,2.1,163.18939157002217,9.066077309445676,0.025903078026987644,5.0,13.0,src\pygubu\plugins\tkcalendar\basecalendar.py
176,13,173,13,0,0,3,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,,,src\pygubu\plugins\tkmt\designer\properties.py
261,115,227,0,0,0,34,3,29,28,56,32,84,145.63633636086306,420.0,2.896551724137931,1216.551724137931,67.58620689655172,0.14,4.0,33.0,src\pygubu\plugins\ttkwidgets\font.py
776,360,625,23,19,0,132,8,50,57,113,58,170,306.1928094887362,995.8567691716872,9.04,9002.545193312051,500.1413996284473,0.3319522563905624,9.0,91.0,src\pygubu\plugins\ttk\ttkstdwidgets.py
260,181,220,9,9,0,31,7,68,47,94,75,141,433.59895765942633,878.2634353599192,4.838235294117647,4249.245150491373,236.0691750272985,0.2927544784533064,19.0,80.0,src\pygubu\widgets\dockfw\framework.py
396,276,282,19,26,28,60,10,58,39,66,68,105,372.9821786662728,639.1835983312857,5.689655172413793,3636.7342663676595,202.04079257598107,0.2130611994437619,13.0,91.0,src\pygubu\builder.py
38,27,27,0,1,0,10,2,6,3,6,8,9,17.509775004326936,27.0,1.0,27.0,1.5,0.009,3.0,13.0,src\pygubu\plugins\tkmt\__init__.py
103,34,95,0,0,0,8,3,12,7,14,15,21,47.77443751081735,82.0447025077789,1.75,143.57822938861307,7.9765682993673925,0.02734823416925963,4.0,10.0,src\pygubu\plugins\ttkwidgets\itemscanvas.py
30,20,22,0,0,0,8,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,3.0,10.0,src\pygubu\plugins\tkcalendar\__init__.py
59,29,37,9,10,0,12,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,3.0,10.0,src\pygubu\plugins\tkintermapview\__init__.py
56,24,45,0,1,0,10,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,3.0,10.0,src\pygubu\plugins\customtkinter\__init__.py
85,56,65,1,1,5,14,4,14,7,14,18,21,61.30296890880645,87.56842503028855,2.0,175.1368500605771,9.729825003365395,0.029189475010096184,4.0,22.0,src\pygubu\plugins\ttkwidgets\utils.py
107,44,90,1,1,0,16,4,14,9,18,18,27,61.30296890880645,112.58797503894243,2.5714285714285716,289.5119358144234,16.083996434134633,0.03752932501298081,5.0,14.0,src\pygubu\plugins\ttkwidgets\table.py
44,24,31,1,2,0,11,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,3.0,10.0,src\pygubu\plugins\tkinterweb\__init__.py
288,50,283,9,0,0,5,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,,,src\pygubu\plugins\pygubu\designer\properties.py
238,187,195,24,19,2,22,7,52,32,61,59,93,316.07434979774,547.0858035906513,4.105769230769231,2246.208058973155,124.78933660961972,0.1823619345302171,10.0,73.0,src\pygubu\plugins\pygubu\designer\basehelpers.py
586,440,464,49,50,0,72,13,107,71,133,120,204,769.4426838807569,1409.0056815041378,8.07943925233645,11383.9758099096,632.4431005505334,0.4696685605013793,13.0,136.0,src\pygubu\component\uidefinition.py
2783,984,2402,71,89,59,233,13,137,112,186,150,298,1020.5361117014264,2154.1879697677723,8.824817518248175,19010.315733206106,1056.1286518447837,0.7180626565892574,7.0,182.0,src\pygubu\theming\bootstrap\builder.py
1056,745,847,65,74,5,130,11,201,128,255,212,383,1575.915137731975,2959.7935340977056,6.977611940298507,20652.290704338466,1147.3494835743593,0.9865978446992352,17.0,272.0,src\pygubu\component\builderobject.py
62,20,55,0,0,0,7,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,3.0,10.0,src\pygubu\plugins\ttkwidgets\__init__.py
1523,518,1300,44,41,0,182,11,82,76,152,93,228,559.3730121836933,1490.9282089326314,10.195121951219512,15200.194910581462,844.4552728100812,0.4969760696442105,12.0,141.0,src\pygubu\plugins\tk\tkstdwidgets.py
577,358,463,28,29,16,69,14,113,79,154,127,233,823.9831916617227,1628.3635320179148,9.539823008849558,15534.299889516038,863.0166605286688,0.5427878440059716,11.0,89.0,src\pygubu\widgets\calendarframe.py
