LOC,LLOC,SLOC,Multi,N1,N2,McCabe_max,McCabe_sum,path
147,89,102,0,21,39,14,326,src\itsdangerous\timed.py
147,89,102,0,21,39,14,326,src\itsdangerous\signer.py
