,msg_id,path,msg,modified_McCabe_max_diff,SLOC_diff,difficulty_diff,LLOC_diff,N1_diff,h2_diff,volume_diff,bugs_diff,calculated_length_diff,Single comments_diff,vocabulary_diff,h1_diff,Multi_diff,time_diff,Blank_diff,effort_diff,length_diff,McCabe_max_diff,LOC_diff,Comments_diff,N2_diff,McCabe_sum_diff
0,C0325,1,superfluous-parens,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,R0911,1,too-many-return-statements,,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2,R0912,6,too-many-branches,-5.5,3.6666666666666665,-0.19797097567078437,3.0,0.16666666666666666,2.3333333333333335,8.984803167121962,0.002994934389040647,18.43477112663201,0.0,2.3333333333333335,0.0,0.0,-11.005319527534786,1.1666666666666667,-198.09575149562497,0.5,-3.3333333333333335,4.833333333333333,0.0,0.3333333333333333,-2.8333333333333335
3,R0915,1,too-many-statements,-26.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,-26.0,51.0,0.0,0.0,12.0
4,R1702,3,too-many-nested-blocks,-14.333333333333334,6.666666666666667,-0.05461682881037729,3.6666666666666665,0.0,1.0,2.807072804090391,0.0009356909346968459,8.99342643722965,0.0,1.0,0.0,0.0,-7.562606663294598,2.3333333333333335,-136.12691993930397,0.0,-5.666666666666667,9.0,0.0,0.0,0.3333333333333333
