file_name,repo_name,7,30,90
1200wd_bitcoinlib_interventions_October_05_2024.csv,1200wd/bitcoinlib,9,13,16
aajanki_yle-dl_interventions_October_06_2024.csv,aajanki/yle-dl,19,22,27
aaugustin_django-sesame_interventions_October_04_2024.csv,aaugustin/django-sesame,0,3,3
aaugustin_websockets_interventions_October_05_2024.csv,aaugustin/websockets,6,18,121
abbbi_qmpbackup_interventions_October_04_2024.csv,abbbi/qmpbackup,1,58,62
abrt_retrace-server_interventions_October_06_2024.csv,abrt/retrace-server,0,0,0
abseil_abseil-py_interventions_October_05_2024.csv,abseil/abseil-py,1,5,10
acorg_dark-matter_interventions_October_05_2024.csv,acorg/dark-matter,0,14,38
acsone_acsone-addons_interventions_October_05_2024.csv,acsone/acsone-addons,0,0,0
acsone_setuptools-odoo_interventions_October_05_2024.csv,acsone/setuptools-odoo,0,0,0
ActivityWatch_activitywatch_interventions_October_05_2024.csv,ActivityWatch/activitywatch,0,2,9
adamchainz_django-mysql_interventions_October_04_2024.csv,adamchainz/django-mysql,1,6,22
adamchainz_ec2-metadata_interventions_October_04_2024.csv,adamchainz/ec2-metadata,1,9,22
adamchainz_flake8-comprehensions_interventions_October_04_2024.csv,adamchainz/flake8-comprehensions,1,5,16
adamchainz_mariadb-dyncol_interventions_October_04_2024.csv,adamchainz/mariadb-dyncol,0,0,0
adamchainz_patchy_interventions_October_07_2024.csv,adamchainz/patchy,1,5,18
adferrand_docker-letsencrypt-dns_interventions_October_05_2024.csv,adferrand/docker-letsencrypt-dns,0,0,3
adsabs_adsabs-pyingest_interventions_October_05_2024.csv,adsabs/adsabs-pyingest,0,0,0
Aeolitus_Sephrasto_interventions_October_05_2024.csv,Aeolitus/Sephrasto,2,9,28
aerospike_aerospike-client-python_interventions_October_03_2024.csv,aerospike/aerospike-client-python,0,0,30
agdsn_hades_interventions_October_04_2024.csv,agdsn/hades,0,0,0
agronholm_apscheduler_interventions_October_05_2024.csv,agronholm/apscheduler,0,1,13
agx_git-buildpackage_interventions_October_05_2024.csv,agx/git-buildpackage,0,0,19
airbnb_knowledge-repo_interventions_September_28_2024.csv,airbnb/knowledge-repo,0,0,0
aiven_aiven-client_interventions_September_29_2024.csv,aiven/aiven-client,0,4,9
Ajapaik_ajapaik-web_interventions_September_28_2024.csv,Ajapaik/ajapaik-web,1,3,8
ajyoon_brown_interventions_October_04_2024.csv,ajyoon/brown,0,0,0
AKAMEDIASYSTEM_fixture_server_interventions_October_04_2024.csv,AKAMEDIASYSTEM/fixture_server,0,0,0
akkana_scripts_interventions_October_04_2024.csv,akkana/scripts,4,4,25
akretion_subcontractor_interventions_October_05_2024.csv,akretion/subcontractor,0,0,4
akrherz_iembot_interventions_October_04_2024.csv,akrherz/iembot,0,0,4
akrherz_pyIEM_interventions_October_04_2024.csv,akrherz/pyIEM,0,11,55
akrherz_pyWWA_interventions_October_04_2024.csv,akrherz/pyWWA,0,11,33
akvo_akvo-rsr_interventions_September_29_2024.csv,akvo/akvo-rsr,0,2,10
alchemistry_alchemlyb_interventions_October_05_2024.csv,alchemistry/alchemlyb,0,9,33
alejandroautalan_pygubu_interventions_October_06_2024.csv,alejandroautalan/pygubu,0,4,4
Alexey-T_CudaText_interventions_October_06_2024.csv,Alexey-T/CudaText,54,222,449
alexprengere_currencyconverter_interventions_October_04_2024.csv,alexprengere/currencyconverter,2,6,19
