,msg_id,path,msg,modified_McCabe_max_diff,SLOC_diff,difficulty_diff,LLOC_diff,N1_diff,h2_diff,volume_diff,bugs_diff,calculated_length_diff,Single comments_diff,vocabulary_diff,h1_diff,Multi_diff,time_diff,Blank_diff,effort_diff,length_diff,McCabe_max_diff,LOC_diff,Comments_diff,N2_diff,McCabe_sum_diff
0,C0301,2,line-too-long,,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0
1,C0325,2,superfluous-parens,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,R0916,1,too-many-boolean-expressions,,2.0,-0.04050851109674625,2.0,2.0,2.0,33.59384555024235,0.01119794851674738,16.650641642386972,0.0,2.0,0.0,0.0,11.739137858756408,0.0,211.30448145761693,4.0,0.0,2.0,0.0,2.0,0.0
3,W0107,1,unnecessary-pass,,-3.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-7.0,0.0,0.0,-1.0
