,msg_id,path,msg,LOC_diff,N1_diff,SLOC_diff,N2_diff,McCabe_max_diff,Multi_diff,McCabe_sum_diff,LLOC_diff
0,W0718,2, broad-exception-caught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
