,msg_id,path,msg,modified_McCabe_max_diff,N2_diff,LLOC_diff,LOC_diff,N1_diff,McCabe_max_diff,SLOC_diff,McCabe_sum_diff
0,C0325,1,superfluous-parens,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
