file_name,time,alerts,interventions,intervention_types, superfluous-parens,unnecessary-pass, pointless-statement,using-constant-test, try-except-raise, unnecessary-semicolon, comparison-of-constants, simplifiable-if-statement, simplify-boolean-expression, simplifiable-if-expression, simplifiable-condition, line-too-long, too-many-lines, duplicate-code, too-many-return-statements, too-many-branches, too-many-statements, too-many-boolean-expressions, too-many-nested-blocks, wildcard-import, broad-exception-caught
CERNDocumentServer_cds-videos_interventions_October_06_2024.csv,2024-10-14 16:59:30.641619,24,16,7,0,1,0,0,0,0,0,0,0,0,0,2,3,0,1,2,2,0,0,0,5
cfe-lab_Kive_interventions_October_06_2024.csv,2024-10-14 16:59:30.657151,12,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1
cfengine_documentation-generator_interventions_October_06_2024.csv,2024-10-14 16:59:30.672780,19,6,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0
Charcoal-SE_SmokeDetector_interventions_September_28_2024.csv,2024-10-14 16:59:30.672780,82,22,12,3,1,1,0,2,0,0,0,0,0,0,2,2,0,1,4,2,1,1,0,2
childsish_lhc-python_interventions_October_05_2024.csv,2024-10-14 16:59:30.704095,77,43,4,0,0,0,0,0,0,0,0,0,0,0,40,0,0,1,1,1,0,0,0,0
ChimeraTK_DeviceAccess-PythonBindings_interventions_October_06_2024.csv,2024-10-14 16:59:30.704095,7,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
chirpradio_chirpradio-machine_interventions_October_04_2024.csv,2024-10-14 16:59:30.719739,7,6,4,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
cihai_cihai_interventions_October_04_2024.csv,2024-10-14 16:59:30.735349,5,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
cihai_unihan-db_interventions_October_04_2024.csv,2024-10-14 16:59:30.750905,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CIRCL_AIL-framework_interventions_September_28_2024.csv,2024-10-14 16:59:30.750905,273,95,11,1,4,0,1,0,0,0,4,0,0,0,39,1,0,5,13,9,0,5,0,13
ckan_ckanext-showcase_interventions_October_06_2024.csv,2024-10-14 16:59:30.766622,7,4,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Clarity-89_clarityv2_interventions_October_05_2024.csv,2024-10-14 16:59:30.782237,54,38,3,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,1,1
clchiou_garage_interventions_October_04_2024.csv,2024-10-14 16:59:30.798562,31,25,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,10
CLCMacTeam_besapi_interventions_October_04_2024.csv,2024-10-14 16:59:30.813668,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ClearcodeHQ_pytest-dynamodb_interventions_October_04_2024.csv,2024-10-14 16:59:30.813668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ClearcodeHQ_pytest-elasticsearch_interventions_October_05_2024.csv,2024-10-14 16:59:30.829298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ClearcodeHQ_pytest-mongo_interventions_October_04_2024.csv,2024-10-14 16:59:30.829298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ClearcodeHQ_pytest-mysql_interventions_October_05_2024.csv,2024-10-14 16:59:30.845034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ClearcodeHQ_pytest-postgresql_interventions_October_03_2024.csv,2024-10-14 16:59:30.845034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ClearcodeHQ_pytest-redis_interventions_October_05_2024.csv,2024-10-14 16:59:30.860565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CloudBoltSoftware_cloudbolt-forge_interventions_September_29_2024.csv,2024-10-14 16:59:30.876196,393,218,13,1,1,0,4,0,0,4,0,0,3,0,96,1,0,6,10,2,0,6,2,82
cloudfoundry_php-buildpack_interventions_October_03_2024.csv,2024-10-14 16:59:30.891903,57,19,9,2,1,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,2,0,4,2
CloudiDust_wesnoth-cn_interventions_October_05_2024.csv,2024-10-14 16:59:30.891903,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cloudify-cosmo_cloudify-azure-plugin_interventions_October_05_2024.csv,2024-10-14 16:59:30.908614,6,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1
cloudify-cosmo_cloudify-cli_interventions_September_28_2024.csv,2024-10-14 16:59:30.923724,36,22,7,2,9,0,0,0,0,0,0,0,2,0,1,4,0,0,3,1,0,0,0,0
cloudify-cosmo_cloudify-manager_interventions_September_29_2024.csv,2024-10-14 16:59:30.940040,73,45,10,2,0,0,1,0,0,0,1,0,2,0,0,4,0,1,8,8,0,1,0,17
cloudify-cosmo_cloudify-system-tests_interventions_October_04_2024.csv,2024-10-14 16:59:30.940040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloudify-incubator_cloudify-utilities-plugin_interventions_October_06_2024.csv,2024-10-14 16:59:30.955137,20,11,7,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,1,0,1
cloudspannerecosystem_spanner-sqlalchemy-demo_interventions_October_06_2024.csv,2024-10-14 16:59:30.970863,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
cltk_cltk_interventions_October_03_2024.csv,2024-10-14 16:59:30.986507,167,86,15,1,5,1,0,0,0,0,1,0,1,1,45,8,0,5,7,4,3,1,2,1
cmu-delphi_delphi-epidata_interventions_September_29_2024.csv,2024-10-14 16:59:31.002041,92,43,8,4,0,0,0,0,0,1,0,0,0,0,23,0,0,2,5,1,0,0,1,6
coddingtonbear_python-myfitnesspal_interventions_October_04_2024.csv,2024-10-14 16:59:31.017648,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
codelv_enaml-native_interventions_October_04_2024.csv,2024-10-14 16:59:31.034047,27,20,6,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,1,1
codingjoe_django-s3file_interventions_October_04_2024.csv,2024-10-14 16:59:31.034047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cog-Creators_Red-DiscordBot_interventions_October_05_2024.csv,2024-10-14 16:59:31.064712,252,80,11,7,6,0,0,1,0,0,0,0,1,0,15,7,0,2,21,9,1,0,0,10
CoherentLabs_depot_tools_interventions_October_01_2024.csv,2024-10-14 16:59:31.080338,104,46,9,8,0,0,0,0,2,0,0,0,1,0,3,6,0,2,6,10,0,0,0,8
cole_aiosmtplib_interventions_October_05_2024.csv,2024-10-14 16:59:31.095982,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
compas-dev_compas_interventions_September_29_2024.csv,2024-10-14 16:59:31.095982,311,150,11,0,9,0,0,1,0,0,1,0,1,1,99,9,0,3,5,2,0,0,0,19
CompassionCH_compassion-modules_interventions_October_03_2024.csv,2024-10-14 16:59:31.111587,84,65,7,2,3,35,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1,0,10
CompassionCH_compassion-switzerland_interventions_September_28_2024.csv,2024-10-14 16:59:31.127241,36,31,5,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,8
Comunitea_CMNT_00040_2016_ELN_addons_interventions_October_04_2024.csv,2024-10-14 16:59:31.142838,246,140,10,4,0,63,0,0,0,0,1,0,2,0,49,1,0,0,9,2,2,7,0,0
Conceiva_MezzmoKodiPlugin_interventions_October_04_2024.csv,2024-10-14 16:59:31.158470,45,11,6,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,3
conda-forge_conda-forge-webservices_interventions_October_05_2024.csv,2024-10-14 16:59:31.174091,29,12,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,3,0,0,0,4
conda-forge_conda-smithy_interventions_September_28_2024.csv,2024-10-14 16:59:31.189712,35,14,7,0,0,0,0,0,0,0,1,0,0,0,5,3,0,0,2,0,1,1,0,1
conda-forge_staged-recipes_interventions_October_03_2024.csv,2024-10-14 16:59:31.205335,11,5,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1
Connor-R_nba_shot_charts_interventions_October_04_2024.csv,2024-10-14 16:59:31.220969,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
coopengo_tryton_interventions_October_03_2024.csv,2024-10-14 16:59:31.236626,363,181,13,19,3,2,1,3,0,0,2,0,0,0,0,18,0,8,57,33,4,10,0,21
coreruleset_coreruleset_interventions_October_07_2024.csv,2024-10-14 16:59:31.252217,9,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
corradio_electricitymap_interventions_October_06_2024.csv,2024-10-14 16:59:31.267902,97,51,7,1,0,0,0,0,0,1,0,0,0,0,39,0,0,0,3,1,1,0,0,5
Corvia_django-tenant-users_interventions_October_04_2024.csv,2024-10-14 16:59:31.283464,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
COSMOGRAIL_COSMOULINE_interventions_October_05_2024.csv,2024-10-14 16:59:31.299087,298,122,11,19,3,1,3,0,1,0,0,0,0,0,37,3,0,0,10,10,0,2,33,0
couchbase_couchbase-cli_interventions_October_01_2024.csv,2024-10-14 16:59:31.314810,68,15,7,3,0,0,0,0,0,0,0,0,0,0,3,2,0,2,1,1,0,3,0,0
couchbase_couchbase-python-client_interventions_October_05_2024.csv,2024-10-14 16:59:31.330436,157,68,8,1,5,0,0,0,0,0,0,0,0,0,37,6,0,1,2,5,0,0,0,11
couchbase_perfrunner_interventions_September_28_2024.csv,2024-10-14 16:59:31.346021,96,42,8,3,1,0,0,0,0,0,0,0,1,0,0,10,0,0,6,3,0,3,0,15
cpalmer718_statgen-mi_interventions_October_04_2024.csv,2024-10-14 16:59:31.361696,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cpn18_track-chart_interventions_October_04_2024.csv,2024-10-14 16:59:31.377297,125,52,9,3,0,0,0,0,1,0,1,0,0,0,21,0,0,0,6,8,0,2,1,9
crate_crate-python_interventions_September_28_2024.csv,2024-10-14 16:59:31.392840,6,4,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
crossbario_autobahn-python_interventions_October_03_2024.csv,2024-10-14 16:59:31.409194,260,104,10,0,1,2,3,0,0,0,0,0,0,0,55,5,0,3,10,5,0,0,1,19
crs4_ProMort_interventions_October_04_2024.csv,2024-10-14 16:59:31.424221,119,59,4,4,0,0,0,0,0,0,2,0,0,0,52,0,0,0,1,0,0,0,0,0
cryoem_pydusa-feedstock_interventions_October_04_2024.csv,2024-10-14 16:59:31.439942,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
csyhuang_hn2016_falwa_interventions_October_04_2024.csv,2024-10-14 16:59:31.439942,28,9,5,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,2,0,0,0,0
ctools_ctools_interventions_October_06_2024.csv,2024-10-14 16:59:31.455578,115,50,8,4,0,0,0,0,0,0,1,0,0,0,6,5,0,0,14,15,4,1,0,0
cxcsds_ciao-contrib_interventions_October_04_2024.csv,2024-10-14 16:59:31.471201,114,40,9,4,0,2,0,0,0,0,0,0,0,0,11,7,0,2,6,3,0,0,3,2
d2emon_generator-pack_interventions_October_04_2024.csv,2024-10-14 16:59:31.502450,228,66,5,1,2,0,0,0,0,0,0,0,0,0,59,2,0,2,0,0,0,0,0,0
d2l-ai_d2l-zh_interventions_September_28_2024.csv,2024-10-14 16:59:31.518054,16,6,4,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
daniel-beet_got-your-back_interventions_October_05_2024.csv,2024-10-14 16:59:31.518054,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DanielAndreasen_SWEETer-Cat_interventions_October_04_2024.csv,2024-10-14 16:59:31.533701,8,4,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Danielhiversen_pyTibber_interventions_October_04_2024.csv,2024-10-14 16:59:31.549330,7,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
danielhrisca_asammdf_interventions_September_28_2024.csv,2024-10-14 16:59:31.564971,228,69,12,4,0,0,0,1,1,0,1,0,0,1,12,8,0,4,8,27,0,1,0,1
DaoCloud_daocloud-docs_interventions_October_04_2024.csv,2024-10-14 16:59:31.580568,13,7,4,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1
DataDog_integrations-core_interventions_September_29_2024.csv,2024-10-14 16:59:31.596208,2012,1253,14,4,18,22,0,2,0,0,0,0,1,0,927,8,0,6,73,35,1,9,34,113
DataDog_integrations-extras_interventions_September_29_2024.csv,2024-10-14 16:59:31.627772,247,163,7,0,1,0,0,2,0,0,0,0,0,0,131,0,0,0,6,2,0,3,0,18
datajoint_datajoint-python_interventions_October_01_2024.csv,2024-10-14 16:59:31.643429,41,15,7,1,2,0,0,0,0,0,0,0,0,0,4,0,0,3,2,2,0,0,0,1
datamade_la-metro-councilmatic_interventions_October_05_2024.csv,2024-10-14 16:59:31.659133,16,8,6,0,0,1,0,1,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,1
Datateknologerna-vid-Abo-Akademi_date-website_interventions_October_05_2024.csv,2024-10-14 16:59:31.659133,85,52,6,0,0,0,0,0,0,0,0,0,0,0,46,0,0,1,0,0,1,2,1,1
DavidCain_mitoc-trips_interventions_October_04_2024.csv,2024-10-14 16:59:31.674754,21,14,3,2,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0
daviddrysdale_python-phonenumbers_interventions_October_05_2024.csv,2024-10-14 16:59:31.690384,647,96,7,1,0,0,0,0,0,0,0,0,0,0,56,33,0,3,1,1,0,0,0,1
davidorlea_homeassistant-config_interventions_October_04_2024.csv,2024-10-14 16:59:31.706003,56,19,5,0,0,0,0,0,1,0,0,0,0,0,12,2,0,1,0,0,0,0,0,3
deepmind_dm-haiku_interventions_October_06_2024.csv,2024-10-14 16:59:31.721617,14,10,6,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,0,0,0,0
deepmind_kfac-jax_interventions_October_06_2024.csv,2024-10-14 16:59:31.737245,30,13,6,1,0,0,0,0,0,0,0,0,0,0,4,3,0,1,3,0,1,0,0,0
defivelo_db_interventions_October_05_2024.csv,2024-10-14 16:59:31.752778,149,102,7,2,1,0,3,0,0,0,0,0,0,0,88,0,0,0,0,0,2,0,2,4
delmic_odemis_interventions_October_01_2024.csv,2024-10-14 16:59:31.768404,906,238,14,23,20,0,0,3,0,0,1,0,1,0,32,27,0,1,34,32,1,5,3,55
demisto_content_interventions_October_01_2024.csv,2024-10-14 16:59:31.784123,6793,2115,16,43,5,3,0,5,0,0,1,0,11,2,176,84,0,13,122,75,7,19,1010,539
DemocracyClub_EveryElection_interventions_October_05_2024.csv,2024-10-14 16:59:31.815410,46,31,7,1,0,2,1,1,0,0,0,0,0,0,24,0,0,0,1,1,0,0,0,0
DemocracyClub_UK-Polling-Stations_interventions_October_06_2024.csv,2024-10-14 16:59:31.830919,201,147,8,0,2,2,0,2,0,0,0,0,0,0,133,0,0,0,4,1,1,0,0,2
DemocracyClub_yournextrepresentative_interventions_September_29_2024.csv,2024-10-14 16:59:31.846544,125,93,9,4,2,0,0,3,0,0,0,0,0,0,65,1,0,3,5,0,0,1,0,9
Der-Eddy_discord_bot_interventions_October_04_2024.csv,2024-10-14 16:59:31.862244,15,7,5,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,0,1,0,0,0
deragon_autopoweroff_interventions_October_04_2024.csv,2024-10-14 16:59:31.877897,9,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
deschler_django-modeltranslation_interventions_September_28_2024.csv,2024-10-14 16:59:31.893409,12,8,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,1,0,0
desec-io_desec-stack_interventions_October_04_2024.csv,2024-10-14 16:59:31.910058,46,23,5,1,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,1,0,0,0,1
desecho_django-tqdm_interventions_October_04_2024.csv,2024-10-14 16:59:31.910058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desihub_desidatamodel_interventions_October_06_2024.csv,2024-10-14 16:59:31.925175,17,6,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
desihub_desisim_interventions_September_29_2024.csv,2024-10-14 16:59:31.940912,105,32,9,5,1,0,1,1,0,0,2,0,0,0,7,3,0,0,5,7,0,0,0,0
desihub_desispec_interventions_September_28_2024.csv,2024-10-14 16:59:31.957121,636,181,11,35,4,0,2,0,0,0,2,0,0,0,32,14,0,0,54,28,1,3,0,6
desihub_desitarget_interventions_September_27_2024.csv,2024-10-14 16:59:31.972220,150,38,9,2,1,1,1,0,0,0,0,0,0,0,6,12,0,0,4,9,0,2,0,0
desihub_fiberassign_interventions_September_28_2024.csv,2024-10-14 16:59:32.003519,60,16,6,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,4,1,0,0,0
devilry_devilry-django_interventions_September_29_2024.csv,2024-10-14 16:59:32.019191,335,186,9,4,2,0,0,0,0,0,0,0,1,0,161,3,0,3,0,0,1,0,7,4
DFO-Ocean-Navigator_Ocean-Data-Map-Project_interventions_October_05_2024.csv,2024-10-14 16:59:32.019191,52,25,8,1,0,0,0,0,0,0,0,0,0,0,9,3,0,1,6,3,1,0,0,1
dgketchum_MT_Rsense_interventions_October_04_2024.csv,2024-10-14 16:59:32.034770,73,37,8,3,4,0,0,0,0,0,1,0,0,0,14,1,0,0,4,8,0,0,0,2
dials_dials_interventions_September_29_2024.csv,2024-10-14 16:59:32.050416,417,189,12,2,15,0,0,0,0,0,1,0,0,0,39,8,0,5,49,45,2,3,2,18
DiCarloLab-Delft_PycQED_py3_interventions_September_29_2024.csv,2024-10-14 16:59:32.065979,582,200,15,30,9,6,9,0,0,1,4,0,2,0,39,22,0,4,24,27,0,6,8,9
DigitalCampus_django-oppia_interventions_October_05_2024.csv,2024-10-14 16:59:32.097344,83,55,8,5,0,0,0,0,0,0,4,0,0,0,39,0,0,0,2,1,0,1,1,2
digitalocean_netbox_interventions_September_29_2024.csv,2024-10-14 16:59:32.112894,668,308,12,2,7,0,1,0,0,0,1,0,0,0,123,10,0,2,6,2,0,1,147,6
distrochooser_distrochooser_interventions_October_04_2024.csv,2024-10-14 16:59:32.129473,40,26,3,0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,3,0,0,0,0,0
dj-stripe_dj-stripe_interventions_September_28_2024.csv,2024-10-14 16:59:32.144576,31,18,8,0,2,0,0,2,0,0,0,0,0,0,8,1,0,1,1,0,1,0,0,2
django-crispy-forms_django-crispy-forms_interventions_September_28_2024.csv,2024-10-14 16:59:32.160210,14,8,5,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,1,0
django-extensions_django-extensions_interventions_September_28_2024.csv,2024-10-14 16:59:32.175834,111,45,8,0,0,0,0,1,0,0,0,0,0,0,18,1,0,1,12,4,0,1,0,7
django-functest_django-functest_interventions_October_04_2024.csv,2024-10-14 16:59:32.175834,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
django-helpdesk_django-helpdesk_interventions_October_03_2024.csv,2024-10-14 16:59:32.191551,71,35,8,0,1,0,0,0,0,0,1,0,0,0,23,1,0,0,0,2,0,2,2,3
django-oscar_django-oscar_interventions_September_28_2024.csv,2024-10-14 16:59:32.207196,128,87,7,1,0,0,0,0,0,0,0,0,0,0,74,4,0,0,2,0,0,1,3,2
django-wiki_django-wiki_interventions_September_29_2024.csv,2024-10-14 16:59:32.222813,34,21,7,0,1,0,0,1,0,0,0,0,0,0,14,1,0,2,0,0,1,0,0,1
djaodjin_djaodjin-deployutils_interventions_October_04_2024.csv,2024-10-14 16:59:32.238425,7,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
djaodjin_djaodjin-extended-templates_interventions_October_04_2024.csv,2024-10-14 16:59:32.253960,6,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
djaodjin_djaodjin-pages_interventions_October_04_2024.csv,2024-10-14 16:59:32.269590,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
djaodjin_djaodjin-signup_interventions_October_04_2024.csv,2024-10-14 16:59:32.285209,16,8,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,0,0,0,0
djaodjin_djaodjin-survey_interventions_October_04_2024.csv,2024-10-14 16:59:32.285209,10,7,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0
DLRSP_django-sp_interventions_October_04_2024.csv,2024-10-14 16:59:32.300884,10,5,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0
dls-controls_pymalcolm_interventions_October_04_2024.csv,2024-10-14 16:59:32.318300,33,23,7,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,7,3,0,1,0,8
dlu-ch_dlb_interventions_October_04_2024.csv,2024-10-14 16:59:32.332306,91,36,8,2,0,0,1,0,0,1,0,0,0,0,16,0,0,3,5,6,0,0,0,2
dmlc_tvm_interventions_October_04_2024.csv,2024-10-14 16:59:32.348038,490,285,9,1,1,0,0,0,0,0,0,0,0,0,31,37,0,35,79,92,7,0,2,0
dnanexus_dx-toolkit_interventions_October_04_2024.csv,2024-10-14 16:59:32.363657,203,60,10,10,0,0,0,1,0,0,0,0,0,0,11,4,0,1,17,5,1,1,0,9
dnmellen_django-rest-friendship_interventions_October_04_2024.csv,2024-10-14 16:59:32.379200,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DOAJ_doaj_interventions_October_06_2024.csv,2024-10-14 16:59:32.379200,440,163,10,1,18,0,0,0,0,0,1,0,0,0,89,5,0,4,18,13,0,5,0,9
docker_docker-py_interventions_September_29_2024.csv,2024-10-14 16:59:32.411300,27,16,5,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,4,0,0,0,1
DomainTools_python_api_interventions_October_05_2024.csv,2024-10-14 16:59:32.411300,24,13,6,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,1,0,1,2
donkirkby_live-py-plugin_interventions_October_06_2024.csv,2024-10-14 16:59:32.426411,17,7,6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2
dpazel_music_rep_interventions_October_04_2024.csv,2024-10-14 16:59:32.442049,204,70,10,0,1,0,2,0,0,0,0,0,1,0,42,0,0,6,10,4,0,2,1,1
dpgaspar_Flask-AppBuilder_interventions_October_01_2024.csv,2024-10-14 16:59:32.457707,75,44,7,0,5,0,1,0,0,0,0,0,0,0,10,2,0,2,0,1,0,0,0,23
dr-prodigy_python-holidays_interventions_September_28_2024.csv,2024-10-14 16:59:32.473384,61,36,5,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,14,3,2,0,0,0
DrDos0016_z2_interventions_October_04_2024.csv,2024-10-14 16:59:32.488923,271,122,8,2,0,1,0,0,0,0,0,0,7,0,48,0,0,0,3,4,0,0,54,3
DreamSourceLab_DSView_interventions_October_01_2024.csv,2024-10-14 16:59:32.504638,344,130,13,24,1,0,2,0,0,0,2,0,3,0,30,1,0,8,29,19,0,1,9,1
drix00_microanalysis_file_format_interventions_October_04_2024.csv,2024-10-14 16:59:32.520219,13,5,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0
drtuxwang_system-config_interventions_October_05_2024.csv,2024-10-14 16:59:32.535792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DShield-ISC_dshield_interventions_October_06_2024.csv,2024-10-14 16:59:32.552177,18,6,3,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1
dtmilano_AndroidViewClient_interventions_September_28_2024.csv,2024-10-14 16:59:32.586942,63,26,7,3,0,1,0,0,0,0,0,0,0,0,17,2,0,1,1,1,0,0,0,0
e3nn_e3nn-jax_interventions_October_04_2024.csv,2024-10-14 16:59:32.602143,66,32,7,1,0,0,0,0,0,0,0,0,0,0,14,3,0,1,10,2,0,0,0,1
eaobservatory_hedwig_interventions_October_04_2024.csv,2024-10-14 16:59:32.615149,96,38,9,7,4,0,0,0,0,0,0,0,1,0,1,9,0,0,5,7,0,2,0,2
easybuilders_easybuild-easyconfigs_interventions_September_28_2024.csv,2024-10-14 16:59:32.630886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EasyPost_easypost-python_interventions_September_28_2024.csv,2024-10-14 16:59:32.646493,27,18,4,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,1
ebmdatalab_openprescribing_interventions_October_06_2024.csv,2024-10-14 16:59:32.662132,95,63,8,0,0,0,0,0,0,0,0,0,0,0,41,4,0,2,6,3,0,1,3,3
ebrahimraeyat_civilTools_interventions_October_04_2024.csv,2024-10-14 16:59:32.677750,172,72,11,3,0,1,0,0,0,0,2,0,0,0,35,5,0,1,14,6,1,2,2,0
ecmwf_eccodes-python_interventions_October_05_2024.csv,2024-10-14 16:59:32.693283,8,6,5,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1
ecolell_pfamserver_interventions_October_04_2024.csv,2024-10-14 16:59:32.708996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECP-CANDLE_Benchmarks_interventions_October_01_2024.csv,2024-10-14 16:59:32.724537,170,82,8,0,4,0,3,0,0,0,0,0,2,0,26,4,0,0,14,22,0,0,0,7
edigiacomo_django-statusboard_interventions_October_04_2024.csv,2024-10-14 16:59:32.740260,15,8,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
eduNEXT_edunext-platform_interventions_September_29_2024.csv,2024-10-14 16:59:32.755885,1384,628,8,14,2,0,4,0,0,0,0,0,0,0,509,30,0,19,47,3,0,0,0,0
EdwardBetts_osm-wikidata_interventions_October_04_2024.csv,2024-10-14 16:59:32.771409,36,14,6,0,1,0,0,0,0,0,0,0,0,0,1,5,0,3,0,1,0,0,0,3
edwinsteele_biblebox-pi_interventions_October_05_2024.csv,2024-10-14 16:59:32.787082,36,14,6,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,7
edx_api-manager_interventions_September_28_2024.csv,2024-10-14 16:59:32.787082,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
edx_edx-analytics-dashboard_interventions_October_03_2024.csv,2024-10-14 16:59:32.802742,39,18,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0
