path,msg_id,msg,repo_name
src/prerequisites/models.py,C0301,line-too-long,helfertool/helfertool
google/cloud/recaptchaenterprise_v1/types/recaptchaenterprise.py,C0302,too-many-lines,googleapis/python-recaptcha-enterprise
ANNarchy/generator/Projection/SingleThreadGenerator.py,R1702,too-many-nested-blocks,ANNarchy/ANNarchy
anima/ui/reference_editor.py,R0915,too-many-statements,eoyilmaz/anima
tensorflow/python/ops/parallel_for/pfor.py,C0302,too-many-lines,tensorflow/tensorflow
tensorflow/python/ops/parallel_for/pfor.py,C0325,superfluous-parens,tensorflow/tensorflow
tensorflow/python/ops/parallel_for/pfor.py,R0912,too-many-branches,tensorflow/tensorflow
tensorflow/python/ops/parallel_for/pfor.py,R1702,too-many-nested-blocks,tensorflow/tensorflow
tools/xdhq/examples/PYH/Widgets/main.py,C0325,superfluous-parens,epeios-q37/epeios
adhocracy4/images/validators.py,R0912,too-many-branches,liqd/adhocracy4
google/cloud/websecurityscanner_v1/services/web_security_scanner/async_client.py,C0302,too-many-lines,googleapis/python-websecurityscanner
Cerebrum/modules/dns/bofhd_dns_utils.py,C0301,line-too-long,unioslo/cerebrum
utils/search_manga_site.py,R0912,too-many-branches,terzeron/FeedMaker
utils/search_manga_site.py,R0915,too-many-statements,terzeron/FeedMaker
utils/search_manga_site.py,W0107,unnecessary-pass,terzeron/FeedMaker
colour/characterisation/aces_it.py,C0302,too-many-lines,colour-science/colour
ostap/fitting/morphing_pdf.py,R1719,simplifiable-if-expression,OstapHEP/ostap
python/federatedml/evaluation/evaluation.py,W0718,broad-exception-caught,FederatedAI/FATE
contrib/no/hiof/ad_cmp.py,C0325,superfluous-parens,unioslo/cerebrum
labonneboite/common/fetcher.py,C0301,line-too-long,StartupsPoleEmploi/labonneboite
google/cloud/vision_v1/types/product_search_service.py,C0302,too-many-lines,googleapis/python-vision
cinder/cmd/manage.py,C0325,superfluous-parens,openstack/cinder
wagtail/admin/views/pages/move.py,R0912,too-many-branches,wagtail/wagtail
python/federatedml/ensemble/basic_algorithms/decision_tree/tree_core/splitter.py,R0912,too-many-branches,FederatedAI/FATE
python/federatedml/ensemble/basic_algorithms/decision_tree/tree_core/splitter.py,W0718,broad-exception-caught,FederatedAI/FATE
mead/api_examples/text2embeddings.py,R0912,too-many-branches,dpressel/baseline
hscommon/trans.py,C0301,line-too-long,arsenetar/dupeguru
src/GridCal/Engine/IO/json_parser.py,C0302,too-many-lines,SanPen/GridCal
l2tdevtools/dependency_writers/tox_ini.py,R0912,too-many-branches,log2timeline/l2tdevtools
robottelo/hosts.py,W0718,broad-exception-caught,SatelliteQE/robottelo
contrib/ad/powershell.py,R0912,too-many-branches,unioslo/cerebrum
contrib/ad/powershell.py,R0915,too-many-statements,unioslo/cerebrum
kpi/utils/autoname.py,R0912,too-many-branches,kobotoolbox/kpi
gallery_dl/postprocessor/ugoira.py,R0912,too-many-branches,mikf/gallery-dl
gallery_dl/postprocessor/ugoira.py,W0718,broad-exception-caught,mikf/gallery-dl
theme/utils.py,C0301,line-too-long,hydroshare/hydroshare
google/cloud/compute_v1/services/region_ssl_certificates/client.py,C0302,too-many-lines,googleapis/python-compute
plugins/python-build/scripts/add_miniconda.py,R0911,too-many-return-statements,pyenv/pyenv
ca_ab/people.py,R0912,too-many-branches,opencivicdata/scrapers-ca
init2winit/optimizer_lib/optimizers.py,R0912,too-many-branches,google/init2winit
redbot/cogs/audio/manager.py,R0912,too-many-branches,Cog-Creators/Red-DiscordBot
redbot/cogs/audio/manager.py,R0915,too-many-statements,Cog-Creators/Red-DiscordBot
redbot/cogs/audio/manager.py,W0718,broad-exception-caught,Cog-Creators/Red-DiscordBot
omf/solvers/opendss/dssConvert.py,C0302,too-many-lines,dpinney/omf
micall/utils/projects_upload.py,R0912,too-many-branches,cfe-lab/MiCall
micall/utils/projects_upload.py,R0915,too-many-statements,cfe-lab/MiCall
extensions/pyRevitTools.extension/pyRevit.tab/Project.panel/Wipe.pulldown/Wipe Data Schema.pushbutton/script.py,W0718,broad-exception-caught,eirannejad/pyRevit
python/orca/src/bigdl/orca/automl/model/abstract.py,W0401,wildcard-import,intel-analytics/BigDL
scripts/journal_dump.py,R0912,too-many-branches,openstack/openstack-ansible
tensorflow/python/ops/signal/shape_ops.py,R0915,too-many-statements,tensorflow/tensorflow
reference/api/url_v1.py,C0301,line-too-long,uclouvain/osis
treetime/distribution.py,C0325,superfluous-parens,neherlab/treetime
src/itemFolder/manager/architectArtwork.py,R0916,too-many-boolean-expressions,MarxMustermann/OfMiceAndMechs
grizli/grismconf.py,C0302,too-many-lines,gbrammer/grizli
core/ngw_qgis_style.py,C0301,line-too-long,nextgis/ngw_external_api_python
keepercommander/importer/lastpass/parser.py,W0718,broad-exception-caught,Keeper-Security/Commander
google/cloud/bigtable/cluster.py,R0916,too-many-boolean-expressions,googleapis/python-bigtable
regolith/helpers/a_grppub_readlisthelper.py,C0301,line-too-long,scopatz/regolith
regolith/helpers/a_grppub_readlisthelper.py,R0912,too-many-branches,scopatz/regolith
vip_hci/stats/distances.py,W0718,broad-exception-caught,vortex-exoplanet/VIP
src/igraph/operators.py,C0325,superfluous-parens,igraph/python-igraph
mi/dataset/driver/dofst_k/wfp/dofst_k_wfp_telemetered_driver.py,W0718,broad-exception-caught,oceanobservatories/mi-instrument
Cerebrum/modules/bofhd/help.py,W0125,using-constant-test,unioslo/cerebrum
pontoon/batch/forms.py,C0301,line-too-long,mozilla/pontoon
google/cloud/dialogflow_v2beta1/services/knowledge_bases/async_client.py,C0302,too-many-lines,googleapis/python-dialogflow
h2o-py/h2o/estimators/glm.py,C0325,superfluous-parens,h2oai/h2o-3
python/dllib/src/bigdl/dllib/keras/layers/convolutional.py,W0401,wildcard-import,intel-analytics/BigDL
google/cloud/gaming_v1/services/realms_service/client.py,C0302,too-many-lines,googleapis/python-game-servers
shotglass/app/management/commands/label.py,W0125,using-constant-test,johntellsall/shotglass
lib/ansible/utils/galaxy.py,R0912,too-many-branches,ansible/ansible
lib/ansible/utils/galaxy.py,R0915,too-many-statements,ansible/ansible
google/cloud/aiplatform_v1beta1/services/prediction_service/client.py,C0302,too-many-lines,googleapis/python-aiplatform
keepercommander/plugins/adpasswd/adpasswd.py,C0301,line-too-long,Keeper-Security/Commander
keepercommander/plugins/adpasswd/adpasswd.py,R0912,too-many-branches,Keeper-Security/Commander
keepercommander/plugins/adpasswd/adpasswd.py,R0915,too-many-statements,Keeper-Security/Commander
plantcv/plantcv/hyperspectral/read_data.py,R0915,too-many-statements,danforthcenter/plantcv
apiritif/loadgen.py,R0912,too-many-branches,Blazemeter/apiritif
beancount_import/source/amazon_invoice.py,C0302,too-many-lines,jbms/beancount-import
beancount_import/source/amazon_invoice.py,C0325,superfluous-parens,jbms/beancount-import
openquake/hazardlib/geo/surface/kite_fault.py,R1719,simplifiable-if-expression,gem/oq-engine
InvenTree/order/migrations/0055_auto_20211025_0645.py,C0301,line-too-long,inventree/InvenTree
google/cloud/dialogflow_v2/services/conversation_profiles/async_client.py,C0302,too-many-lines,googleapis/python-dialogflow
schema_salad/avro/schema.py,R0911,too-many-return-statements,common-workflow-language/schema_salad
google/cloud/retail_v2/services/product_service/transports/grpc.py,C0301,line-too-long,googleapis/python-retail
tensorflow_federated/python/analytics/hierarchical_histogram/hierarchical_histogram_factory.py,R0912,too-many-branches,tensorflow/federated
xknx/io/routing.py,C0301,line-too-long,XKNX/xknx
base/migrations/0208_create_role_executive.py,C0301,line-too-long,uclouvain/osis
google/cloud/dialogflowcx_v3/services/session_entity_types/async_client.py,C0302,too-many-lines,googleapis/python-dialogflow-cx
libqtile/widget/currentlayout.py,C0301,line-too-long,qtile/qtile
src/pip/_vendor/rich/repr.py,C0301,line-too-long,pypa/pip
build_tools/bazel_to_cmake/bazel_to_cmake_targets.py,R0911,too-many-return-statements,google/iree
google/cloud/compute_v1/services/region_autoscalers/transports/rest.py,C0302,too-many-lines,googleapis/python-compute
lib/sqlalchemy/dialects/sqlite/base.py,R0915,too-many-statements,sqlalchemy/sqlalchemy
treetime/clock_tree.py,C0302,too-many-lines,neherlab/treetime
python/ray/autoscaler/_private/command_runner.py,C0302,too-many-lines,ray-project/ray
t5x/decoding.py,C0302,too-many-lines,google-research/t5x
octavia/amphorae/drivers/haproxy/rest_api_driver.py,C0302,too-many-lines,openstack/octavia
xlator_Swift.py,R1703,simplifiable-if-statement,BruceDLong/CodeDog
pymatgen/io/exciting/inputs.py,R0915,too-many-statements,materialsproject/pymatgen
python/paddle/fluid/dygraph/dygraph_to_static/variable_trans_func.py,C0301,line-too-long,PaddlePaddle/Paddle
src/photini/exiv2.py,R0911,too-many-return-statements,jim-easterbrook/Photini
python/dllib/src/bigdl/dllib/keras/models.py,W0401,wildcard-import,intel-analytics/BigDL
pycbc/workflow/inference_followups.py,C0325,superfluous-parens,ligo-cbc/pycbc
netbox/users/api/nested_serializers.py,C0301,line-too-long,digitalocean/netbox
neo4j/datadog_checks/neo4j/neo4j.py,R0912,too-many-branches,DataDog/integrations-extras
torchvision/transforms/autoaugment.py,C0325,superfluous-parens,pytorch/vision
InvenTree/label/api.py,R0912,too-many-branches,inventree/InvenTree
InvenTree/label/api.py,W0718,broad-exception-caught,inventree/InvenTree
mycodo/inputs/sense_hat.py,C0301,line-too-long,kizniche/Mycodo
lib/live_cluster/client/node.py,W0107,unnecessary-pass,aerospike/aerospike-admin
google/cloud/devtools/containeranalysis_v1/services/container_analysis/client.py,C0302,too-many-lines,googleapis/python-containeranalysis
src/Resource_Files/python3lib/metaproc2.py,R0912,too-many-branches,Sigil-Ebook/Sigil
src/Resource_Files/python3lib/metaproc2.py,R0915,too-many-statements,Sigil-Ebook/Sigil
cclib/io/moldenwriter.py,C0301,line-too-long,cclib/cclib
scripts/gha/print_matrix_configuration.py,R0911,too-many-return-statements,firebase/firebase-unity-sdk
core/polyaxon/polyflow/params/params.py,R0911,too-many-return-statements,polyaxon/polyaxon
parsers/pywwa/xmpp.py,W0718,broad-exception-caught,akrherz/pyWWA
kombu/utils/json.py,R0911,too-many-return-statements,celery/kombu
lib/sqlalchemy/ext/asyncio/engine.py,C0302,too-many-lines,sqlalchemy/sqlalchemy
src/sas/qtgui/Perspectives/Fitting/FittingUtilities.py,C0302,too-many-lines,SasView/sasview
napalm/base/helpers.py,R0912,too-many-branches,napalm-automation/napalm
tensorflow_hub/tools/make_nearest_neighbour_index/index_builder.py,C0301,line-too-long,tensorflow/hub
dask/dataframe/shuffle.py,R0912,too-many-branches,dask/dask
src/tsgettoolbox/functions/ldas.py,C0302,too-many-lines,timcera/tsgettoolbox
src/tsgettoolbox/functions/ldas.py,R0912,too-many-branches,timcera/tsgettoolbox
src/tsgettoolbox/functions/ldas.py,R0915,too-many-statements,timcera/tsgettoolbox
proto/_package_info.py,C0301,line-too-long,googleapis/proto-plus-python
scapy/config.py,R0911,too-many-return-statements,secdev/scapy
abjad/mutate.py,R0911,too-many-return-statements,Abjad/abjad
pandas/core/indexers/objects.py,R0912,too-many-branches,pandas-dev/pandas
airflow/providers/google/cloud/operators/dataproc_metastore.py,C0302,too-many-lines,apache/airflow
opensfm/dataset.py,C0302,too-many-lines,mapillary/OpenSfM
blueprints/aws_rds_instance/create.py,R0915,too-many-statements,CloudBoltSoftware/cloudbolt-forge
blueprints/aws_rds_instance/create.py,W0718,broad-exception-caught,CloudBoltSoftware/cloudbolt-forge
vip_hci/metrics/contrcurve.py,C0302,too-many-lines,vortex-exoplanet/VIP
src/ai/backend/manager/scheduler/predicates.py,C0301,line-too-long,lablup/backend.ai-manager
doc/mkdocs/hook.py,W0718,broad-exception-caught,FederatedAI/FATE
python/amici/ode_export.py,W0401,wildcard-import,FFroehlich/AMICI
py/desispec/pixgroup.py,C0325,superfluous-parens,desihub/desispec
src/subscription_manager/managerlib.py,C0302,too-many-lines,candlepin/subscription-manager
edb/edgeql/compiler/stmtctx.py,R0915,too-many-statements,edgedb/edgedb
python/paddle/distribution/exponential_family.py,C0301,line-too-long,PaddlePaddle/Paddle
indico/modules/users/models/affiliations.py,C0301,line-too-long,indico/indico
reviewboard/hostingsvcs/beanstalk.py,W0718,broad-exception-caught,reviewboard/reviewboard
src/ifcopenshell-python/ifcopenshell/api/system/assign_port.py,C0301,line-too-long,IfcOpenShell/IfcOpenShell
discord/member.py,C0302,too-many-lines,Rapptz/discord.py
Packs/rasterize/Integrations/rasterize/rasterize.py,R0912,too-many-branches,demisto/content
source/tyr/tyr/tasks.py,R0915,too-many-statements,CanalTP/navitia
gsutil.py,C0301,line-too-long,GoogleCloudPlatform/gsutil
wagtail/admin/views/chooser.py,R0911,too-many-return-statements,wagtail/wagtail
admin/nodes/templatetags/node_extras.py,C0301,line-too-long,CenterForOpenScience/osf.io
rllib/utils/pre_checks/multi_agent.py,R0912,too-many-branches,ray-project/ray
pylinac/winston_lutz.py,C0302,too-many-lines,jrkerns/pylinac
pylinac/winston_lutz.py,R0912,too-many-branches,jrkerns/pylinac
google/cloud/dataproc_v1/services/autoscaling_policy_service/client.py,C0302,too-many-lines,googleapis/python-dataproc
src/GridCal/Engine/Core/multi_circuit.py,W0718,broad-exception-caught,SanPen/GridCal
tripleoclient/export.py,R0912,too-many-branches,openstack/python-tripleoclient
src/GridCal/Engine/Core/DataStructures/battery_data.py,C0301,line-too-long,SanPen/GridCal
google/cloud/dialogflowcx_v3beta1/services/sessions/client.py,C0302,too-many-lines,googleapis/python-dialogflow-cx
corehq/form_processor/submission_post.py,W0718,broad-exception-caught,dimagi/commcare-hq
kolibri/core/tasks/upgrade.py,C0301,line-too-long,learningequality/kolibri
rj_gameplay/rj_gameplay/tactic/striker_tactic.py,C0301,line-too-long,RoboJackets/robocup-software
tfx/orchestration/portable/launcher.py,R0911,too-many-return-statements,tensorflow/tfx
python/ccxt/async_support/bibox.py,R0912,too-many-branches,ccxt/ccxt
deepchem/feat/graph_data.py,R0912,too-many-branches,deepchem/deepchem
psychopy/hardware/keyboard.py,R0915,too-many-statements,psychopy/psychopy
psychopy/hardware/keyboard.py,R1702,too-many-nested-blocks,psychopy/psychopy
google/cloud/dialogflow_v2beta1/services/agents/async_client.py,C0302,too-many-lines,googleapis/python-dialogflow
python/paddle/fluid/dygraph/base.py,R0912,too-many-branches,PaddlePaddle/Paddle
python/paddle/fluid/dygraph/base.py,R0915,too-many-statements,PaddlePaddle/Paddle
jmbitcoin/jmbitcoin/secp256k1_deterministic.py,C0301,line-too-long,JoinMarket-Org/joinmarket-clientserver
hs_tools_resource/app_launch_helper.py,R0912,too-many-branches,hydroshare/hydroshare
insights/combiners/modinfo.py,C0301,line-too-long,RedHatInsights/insights-core
flask_appbuilder/base.py,R0915,too-many-statements,dpgaspar/Flask-AppBuilder
tensorflow_similarity/matchers/match_majority_vote.py,C0301,line-too-long,tensorflow/similarity
rdiffweb/controller/page_status.py,W0718,broad-exception-caught,ikus060/rdiffweb
google/cloud/dialogflow_v2beta1/services/session_entity_types/async_client.py,C0302,too-many-lines,googleapis/python-dialogflow
confluent_server/confluent/httpapi.py,C0302,too-many-lines,xcat2/confluent
autosklearn/pipeline/components/data_preprocessing/rescaling/quantile_transformer.py,C0301,line-too-long,automl/auto-sklearn
bidict/_named.py,C0301,line-too-long,jab/bidict
zou/app/services/preview_files_service.py,R0912,too-many-branches,cgwire/zou
lib/ansible/galaxy/collection/concrete_artifact_manager.py,W0718,broad-exception-caught,ansible/ansible
Interpolation/Insert Instances.py,R1702,too-many-nested-blocks,mekkablue/Glyphs-Scripts
wagtail/core/rich_text/feature_registry.py,W0401,wildcard-import,wagtail/wagtail
contrib/signet/getcoins.py,R1702,too-many-nested-blocks,fujicoin/fujicoin
google/cloud/datacatalog_v1beta1/types/datacatalog.py,C0302,too-many-lines,googleapis/python-datacatalog
holidays/countries/morocco.py,R0912,too-many-branches,dr-prodigy/python-holidays
pyvisa_py/protocols/rpc.py,C0302,too-many-lines,pyvisa/pyvisa-py
ramjet/tasks/twitter/base.py,C0301,line-too-long,Laisky/ramjet
confluent_server/confluent/auth.py,C0301,line-too-long,xcat2/confluent
confluent_server/confluent/auth.py,R0911,too-many-return-statements,xcat2/confluent
nion/swift/model/ImportExportManager.py,R0911,too-many-return-statements,nion-software/nionswift
src/blenderbim/blenderbim/bim/module/root/data.py,R1702,too-many-nested-blocks,IfcOpenShell/IfcOpenShell
erpnext/accounts/utils.py,R1719,simplifiable-if-expression,frappe/erpnext
scripts/make-release.py,C0301,line-too-long,wikimedia/apps-android-wikipedia
scripts/make-release.py,R0915,too-many-statements,wikimedia/apps-android-wikipedia
src/transformers/image_utils.py,R1719,simplifiable-if-expression,huggingface/transformers
zyngui/zynthian_gui_layer.py,C0325,superfluous-parens,zynthian/zynthian-ui
zyngui/zynthian_gui_layer.py,R1703,simplifiable-if-statement,zynthian/zynthian-ui
zyngui/zynthian_gui_layer.py,W0401,wildcard-import,zynthian/zynthian-ui
common/src/split.py,R1702,too-many-nested-blocks,HorvathLab/NGS
cupyx/distributed/_nccl_comm.py,R0911,too-many-return-statements,cupy/cupy
cupyx/distributed/_nccl_comm.py,R0912,too-many-branches,cupy/cupy
source/jormungandr/jormungandr/instance.py,W0718,broad-exception-caught,CanalTP/navitia
build/fbcode_builder/getdeps/buildopts.py,C0301,line-too-long,facebook/wangle
build/fbcode_builder/getdeps/buildopts.py,R1703,simplifiable-if-statement,facebook/wangle
contrib/no/uio/tag_student_disks.py,R0912,too-many-branches,unioslo/cerebrum
rsmtool/preprocessor.py,C0301,line-too-long,EducationalTestingService/rsmtool
google/cloud/dialogflowcx_v3beta1/services/pages/async_client.py,C0302,too-many-lines,googleapis/python-dialogflow-cx
cellpy/utils/batch_tools/batch_journals.py,R0912,too-many-branches,jepegit/cellpy
cellpy/utils/batch_tools/batch_journals.py,W0718,broad-exception-caught,jepegit/cellpy
forte/pymodule.py,W0401,wildcard-import,evangelistalab/forte
cogs/utils/cache.py,C0301,line-too-long,Rapptz/RoboDanny
pycsw/plugins/outputschemas/dif.py,R0912,too-many-branches,geopython/pycsw
seleniumbase/core/log_helper.py,R0911,too-many-return-statements,seleniumbase/SeleniumBase
seleniumbase/core/log_helper.py,R0912,too-many-branches,seleniumbase/SeleniumBase
seleniumbase/core/log_helper.py,R0915,too-many-statements,seleniumbase/SeleniumBase
python/ray/_private/runtime_env/packaging.py,W0718,broad-exception-caught,ray-project/ray
gogdb/core/dataclsloader.py,R0912,too-many-branches,Yepoleb/gogdb
Cerebrum/modules/no/uio/PostmasterCommands.py,W0718,broad-exception-caught,unioslo/cerebrum
google/cloud/vision_v1p3beta1/types/image_annotator.py,C0302,too-many-lines,googleapis/python-vision
baselines/jft/bit_deterministic.py,C0301,line-too-long,google/uncertainty-baselines
salt/sdb/etcd_db.py,R1703,simplifiable-if-statement,saltstack/salt
bin/x64bin/python/36/Lib/email/_parseaddr.py,R0911,too-many-return-statements,prefetchnta/questlab
airflow/providers/amazon/aws/transfers/s3_to_sftp.py,C0301,line-too-long,apache/airflow
zou/app/blueprints/user/resources.py,C0302,too-many-lines,cgwire/zou
manuskript/exporter/pandoc/outputFormats.py,C0301,line-too-long,olivierkes/manuskript
python/ccxt/bibox.py,R0912,too-many-branches,ccxt/ccxt
core/domain/subtopic_page_domain.py,C0301,line-too-long,oppia/oppia
autosklearn/pipeline/components/data_preprocessing/feature_type.py,C0301,line-too-long,automl/auto-sklearn
python/ray/tune/suggest/optuna.py,W0401,wildcard-import,ray-project/ray
python/paddle/fluid/contrib/slim/quantization/post_training_quantization.py,C0301,line-too-long,PaddlePaddle/Paddle
python/paddle/fluid/contrib/slim/quantization/post_training_quantization.py,R1702,too-many-nested-blocks,PaddlePaddle/Paddle
python/paddle/fluid/contrib/slim/quantization/post_training_quantization.py,R1719,simplifiable-if-expression,PaddlePaddle/Paddle
lib/plugins/mysql_query_persistence/archive.py,R0912,too-many-branches,czcorpus/kontext
python/paddle/distributed/ps/the_one_ps.py,C0302,too-many-lines,PaddlePaddle/Paddle
python/paddle/distributed/ps/the_one_ps.py,C0325,superfluous-parens,PaddlePaddle/Paddle
python/paddle/distributed/ps/the_one_ps.py,W0401,wildcard-import,PaddlePaddle/Paddle
SAGA/utils/functions.py,R0912,too-many-branches,sagasurvey/saga
lib/misc.py,R0912,too-many-branches,hpc/charliecloud
medusa/server/web/core/token.py,C0301,line-too-long,pymedusa/Medusa
astrobin_apps_notifications/backends.py,C0301,line-too-long,astrobin/astrobin
astrobin_apps_notifications/backends.py,R0916,too-many-boolean-expressions,astrobin/astrobin
quicktill/cash.py,W0718,broad-exception-caught,sde1000/quicktill
uncertainty_baselines/datasets/base.py,R0912,too-many-branches,google/uncertainty-baselines
google/cloud/dialogflow_v2/services/knowledge_bases/async_client.py,C0302,too-many-lines,googleapis/python-dialogflow
ants/registration/landmark_transforms.py,C0325,superfluous-parens,ANTsX/ANTsPy
ants/registration/landmark_transforms.py,R0912,too-many-branches,ANTsX/ANTsPy
ants/registration/landmark_transforms.py,R0915,too-many-statements,ANTsX/ANTsPy
pyacswui/udp_plugin_session.py,R0912,too-many-branches,Oinosseus/acswui
plugin.video.pseudotv.live/resources/lib/plugin.py,R0912,too-many-branches,PseudoTV/PseudoTV_Live
src/news/views/send.py,C0301,line-too-long,helfertool/helfertool
mitmproxy/addons/tlsconfig.py,R0915,too-many-statements,mitmproxy/mitmproxy
Cerebrum/modules/no/uio/exchange/ExchangeClient.py,C0302,too-many-lines,unioslo/cerebrum
Cerebrum/modules/no/uio/exchange/ExchangeClient.py,R1719,simplifiable-if-expression,unioslo/cerebrum
dataactcore/utils/fileA.py,R0912,too-many-branches,fedspendingtransparency/data-act-broker-backend
sisl/io/siesta/siesta_grid.py,W0718,broad-exception-caught,zerothi/sisl
build/evergreen_config_lib/tasks.py,R0915,too-many-statements,mongodb/mongo-c-driver
pika/data.py,R0915,too-many-statements,pika/pika
osc/fetch.py,C0301,line-too-long,openSUSE/osc
kolibri/utils/logger.py,W0718,broad-exception-caught,learningequality/kolibri
resolwe_bio/utils/filter.py,R0911,too-many-return-statements,genialis/resolwe-bio
tools/gen_compilation_database.py,R0911,too-many-return-statements,envoyproxy/envoy
src/saveing.py,C0301,line-too-long,MarxMustermann/OfMiceAndMechs
src/saveing.py,W0104,pointless-statement,MarxMustermann/OfMiceAndMechs
examples/nlp/semantic_similarity_with_bert.py,C0301,line-too-long,keras-team/keras-io
src/gui/snuffler_app.py,R0916,too-many-boolean-expressions,pyrocko/pyrocko
thermo/chemical_package.py,W0104,pointless-statement,CalebBell/thermo
libqtile/core/state.py,R0912,too-many-branches,qtile/qtile
google/cloud/compute_v1/services/image_family_views/transports/rest.py,C0301,line-too-long,googleapis/python-compute
femagtools/windings.py,C0301,line-too-long,SEMAFORInformatik/femagtools
netbox/circuits/api/views.py,W0401,wildcard-import,digitalocean/netbox
geekbookapp.py,W0107,unnecessary-pass,mmagnus/geekbook
hxl_proxy/filters.py,W0104,pointless-statement,HXLStandard/hxl-proxy
scripts/build/build/targets.py,C0325,superfluous-parens,project-chip/connectedhomeip
scripts/build/build/targets.py,R0915,too-many-statements,project-chip/connectedhomeip
src/mail/forms.py,C0301,line-too-long,helfertool/helfertool
hecuba_py/hecuba/parser.py,R0916,too-many-boolean-expressions,bsc-dd/hecuba
QUANTAXIS/QAFetch/QATdx.py,R1719,simplifiable-if-expression,QUANTAXIS/QUANTAXIS
keepercommander/plugins/ssh/ssh.py,R0912,too-many-branches,Keeper-Security/Commander
keepercommander/plugins/ssh/ssh.py,R0915,too-many-statements,Keeper-Security/Commander
source/jormungandr/jormungandr/travelers_profile.py,W0718,broad-exception-caught,CanalTP/navitia
diofant/series/limits.py,R0916,too-many-boolean-expressions,diofant/diofant
gramps/gen/merge/mergenotequery.py,R0915,too-many-statements,gramps-project/gramps
google/cloud/aiplatform_v1beta1/services/migration_service/client.py,C0302,too-many-lines,googleapis/python-aiplatform
cooltools/api/dotfinder.py,R0912,too-many-branches,open2c/cooltools
cooltools/api/dotfinder.py,R0915,too-many-statements,open2c/cooltools
rdrf/rdrf/services/io/actions/visualisaton_download.py,W0107,unnecessary-pass,muccg/rdrf
quicktill/session.py,W0718,broad-exception-caught,sde1000/quicktill
ginga/util/mosaic.py,C0302,too-many-lines,ejeschke/ginga
google/cloud/dialogflow_v2beta1/services/conversations/async_client.py,C0302,too-many-lines,googleapis/python-dialogflow
google/cloud/aiplatform_v1beta1/services/featurestore_online_serving_service/client.py,C0302,too-many-lines,googleapis/python-aiplatform
python/paddle/nn/functional/conv.py,R0911,too-many-return-statements,PaddlePaddle/Paddle
src/pip/_internal/index/package_finder.py,C0302,too-many-lines,pypa/pip
geoportal/geoportailv3_geoportal/PF.py,R0911,too-many-return-statements,Geoportail-Luxembourg/geoportailv3
starthinker_ui/recipe/management/commands/recipe_to_json.py,W0125,using-constant-test,google/starthinker
mycodo/mycodo_flask/routes_general.py,R1702,too-many-nested-blocks,kizniche/Mycodo
discord/interactions.py,C0302,too-many-lines,Rapptz/discord.py
epydemic/synchronousdynamics.py,R1702,too-many-nested-blocks,simoninireland/epydemic
python/ray/train/examples/torch_quick_start.py,C0301,line-too-long,ray-project/ray
satpy/_compat.py,C0301,line-too-long,pytroll/satpy
visual/plot_utils.py,R0915,too-many-statements,piernik-dev/piernik
kubevirt/models/v1_interface.py,R0912,too-many-branches,kubevirt/client-python
lib/python/Components/Converter/VAudioInfo.py,C0301,line-too-long,openatv/enigma2
base/migrations/0619_remove_tutors_without_attribution.py,C0301,line-too-long,uclouvain/osis
st2api/st2api/controllers/v1/keyvalue.py,R0915,too-many-statements,StackStorm/st2
troposphere/medialive.py,C0302,too-many-lines,cloudtools/troposphere
