LOC,LLOC,SLOC,Comments,Single comments,Multi,Blank,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,McCabe_max,McCabe_sum,path
40,31,33,5,5,0,2,2,11,6,12,13,18,40.053747805010275,66.60791492653966,1.0909090909090908,72.66317991986145,4.036843328881192,0.022202638308846556,6.0,6.0,jarviscli\plugins\website_status.py
251,156,175,40,39,7,30,8,39,26,43,47,69,230.1306865356277,383.266630765757,4.410256410256411,1690.3041151720565,93.90578417622537,0.12775554358858565,12.0,41.0,jarviscli\plugins\history.py
70,56,54,0,3,6,7,3,17,9,18,20,27,74.24175580341925,116.69205856195879,1.588235294117647,185.3344459513463,10.296358108408128,0.03889735285398626,7.0,21.0,jarviscli\plugins\wiki.py
86,61,63,5,5,0,18,5,34,24,48,39,72,184.58337707694838,380.5489597580819,3.5294117647058822,1343.1139756167595,74.61744308981997,0.12684965325269396,6.0,14.0,jarviscli\plugins\get_host_info.py
80,51,48,3,3,16,13,4,16,9,19,20,28,72.0,121.01398665684616,2.375,287.4082183100096,15.967123239444978,0.040337995552282055,9.0,18.0,jarviscli\plugins\pdftoimg.py
230,120,133,0,0,73,24,8,46,38,69,54,107,278.0838499786226,615.7729627314912,6.0,3694.6377763889477,205.25765424383042,0.2052576542438304,5.0,39.0,jarviscli\plugins\wifi_password_getter.py
51,44,44,0,0,2,5,4,32,18,36,36,54,168.0,279.17595007788486,2.25,628.1458876752409,34.89699375973561,0.09305865002596161,4.0,12.0,jarviscli\plugins\weather_report.py
150,124,118,0,0,24,8,9,38,31,61,47,92,227.95057052383706,511.02217435434267,7.223684210526316,3691.462812112291,205.08126733957172,0.17034072478478088,17.0,39.0,jarviscli\plugins\bmi.py
51,33,32,1,1,6,12,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,2.0,8.0,jarviscli\plugins\ip.py
21,20,17,0,0,0,4,3,5,4,6,8,10,16.36452797660028,30.0,1.8,54.0,3.0,0.01,4.0,5.0,jarviscli\plugins\upside_down.py
14,11,11,0,0,0,3,2,7,4,8,9,12,21.651484454403228,38.03910001730775,1.1428571428571428,43.47325716263743,2.415180953479857,0.012679700005769252,2.0,2.0,jarviscli\plugins\open.py
114,63,54,0,3,35,22,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,2.0,11.0,jarviscli\plugins\converted.py
76,51,48,0,0,15,13,3,16,11,22,19,33,68.75488750216347,140.1816079436383,2.0625,289.12456638375403,16.06247591020856,0.04672720264787944,5.0,16.0,jarviscli\plugins\currency_conv.py
92,65,77,2,2,0,13,7,21,18,34,28,52,111.8901503327572,249.9824559469954,5.666666666666667,1416.5672503663072,78.69818057590595,0.08332748531566514,6.0,6.0,installer\steps\e_launcher.py
276,241,241,21,9,0,26,12,117,93,178,129,271,846.8522221999121,1900.042586219702,9.128205128205128,17343.978479338817,963.5543599632676,0.6333475287399006,18.0,49.0,jarviscli\plugins\blackjack.py
564,438,401,60,60,20,83,15,424,314,624,439,938,3759.241631668924,8233.836347504166,11.037735849056604,90882.91062811202,5049.050590450668,2.744612115834722,59.0,165.0,jarviscli\plugins\mips_conv.py
8,6,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,installer\steps\b_pip.py
202,86,155,16,16,7,24,9,61,35,70,70,105,390.3043026043169,643.5747167792216,5.163934426229508,3323.377635827128,184.63209087928487,0.21452490559307386,8.0,21.0,jarviscli\plugins\moon_phase.py
123,76,75,16,16,3,29,5,17,12,22,22,34,81.0965087756926,151.6206750336681,3.235294117647059,490.5374780501027,27.252082113894595,0.050540225011222704,8.0,29.0,jarviscli\plugins\file_manager.py
66,58,64,1,0,0,2,4,17,15,30,21,45,77.48686830125578,197.65428402504423,3.5294117647058822,697.603355382509,38.755741965694945,0.0658847613416814,17.0,17.0,jarviscli\packages\weather_pinpoint.py
120,96,104,4,4,3,9,7,60,41,82,67,123,374.06492019091434,746.128970426306,4.783333333333333,3568.98357520583,198.2768652892128,0.24870965680876866,30.0,30.0,jarviscli\plugins\bmr.py
86,65,65,1,1,3,17,8,24,17,34,32,51,134.03910001730776,255.0,5.666666666666667,1445.0,80.27777777777777,0.085,16.0,16.0,jarviscli\plugins\dictionary.py
120,105,106,0,0,0,14,4,30,29,54,34,83,155.20671786825557,422.2594158237782,3.6,1520.1338969656017,84.45188316475566,0.14075313860792607,41.0,41.0,jarviscli\plugins\flightradar.py
232,153,153,15,15,40,24,9,55,29,57,64,86,346.50410925683707,516.0,4.663636363636364,2406.4363636363637,133.6909090909091,0.172,12.0,68.0,jarviscli\plugins\yeelight.py
116,98,98,1,1,0,17,11,53,57,110,64,167,341.6335318968599,1002.0,11.415094339622641,11437.924528301886,635.440251572327,0.334,19.0,31.0,jarviscli\plugins\guess_number_game.py
