LOC,LLOC,SLOC,Comments,Single comments,Multi,Blank,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,McCabe_max,McCabe_sum,path
172,17,23,1,1,126,22,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,2.0,6.0,src\python_rucaptcha\re_captcha.py
112,17,21,1,1,73,17,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,2.0,6.0,src\python_rucaptcha\lemin_captcha.py
112,17,20,1,1,73,18,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,2.0,6.0,src\python_rucaptcha\tencent.py
196,30,60,0,0,114,22,3,6,4,6,9,10,20.264662506490406,31.699250014423125,1.5,47.548875021634686,2.6416041678685938,0.010566416671474375,3.0,11.0,src\python_rucaptcha\rotate_captcha.py
104,17,20,1,1,66,17,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,2.0,6.0,src\python_rucaptcha\mt_captcha.py
111,17,31,1,1,61,18,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,2.0,6.0,src\python_rucaptcha\key_captcha.py
138,17,20,1,1,98,19,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,2.0,6.0,src\python_rucaptcha\capy_puzzle.py
121,14,29,0,0,76,16,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,5.0,src\python_rucaptcha\datadome_captcha.py
114,17,29,2,2,67,16,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,2.0,6.0,src\python_rucaptcha\amazon_waf.py
116,17,21,1,1,76,18,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,2.0,6.0,src\python_rucaptcha\cutcaptcha.py
111,17,20,1,1,72,18,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,2.0,6.0,src\python_rucaptcha\hcaptcha.py
111,17,23,1,1,69,18,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,2.0,6.0,src\python_rucaptcha\turnstile.py
108,47,90,8,8,0,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,docs\conf.py
