change,msg,msg_id,cases,same_day_duration_avg_diff,ccp_diff,avg_coupling_code_size_cut_diff,one_file_fix_rate_diff,test_usage_rate_diff
added,broad-exception-caught,W0718,70,6.8255321324583882,0.014822179575503091,-0.088481741601921154,-0.010227057331063915,-0.092451265498605009
added,comparison-of-constants,R0133,1,-51.53246753246755,-0.022831578947368425,-1.6285714285714281,0.11363636363636365,-0.08333333333333337
added,line-too-long,C0301,122,19.39023028712996,0.13098760700037443,0.13371391535048585,0.025886916398988657,-0.011515603143085843
added,pointless-statement,W0104,20,14.063826555421443,0.10302491281283618,-0.624765128652352,-0.022003711479409251,0.055598666655825357
added,simplifiable-condition,R1726,2,-47.838718726716138,0.15969495095384245,0.78891514322430889,-0.013414634146341489,0.0
added,simplifiable-if-expression,R1719,18,51.147998794534871,0.15533965857769694,1.2245034772319769,-0.04601521560734996,0.11355965840420154
added,simplifiable-if-statement,R1703,14,65.989677354224753,0.13627914391077087,-0.652343019867285,-0.030592349224987096,0.20132282392944828
added,superfluous-parens,C0325,64,10.287366447694236,0.11377180496967752,4.52099151073207e-05,0.016404643812697697,-0.010294550925716036
added,too-many-boolean-expressions,R0916,20,32.725952771720571,0.019950614432277851,-0.017650288596854215,0.054676334071210919,-0.019289320305277274
added,too-many-branches,R0912,173,-2.1110966848881789,0.050046219983523842,-0.028786368859627313,-0.0017566754225795895,-0.044737200952916466
added,too-many-lines,C0302,218,17.513492255877988,0.03047026357186948,-0.21986837644485585,0.020614273451178996,0.0233817008630462
added,too-many-nested-blocks,R1702,40,43.920159532018339,0.10308506219113163,0.46232414441647668,-0.039554038349767173,0.027067426227199112
added,too-many-return-statements,R0911,71,-2.0890775297726112,0.067213006940351386,-0.065410465013379757,0.017533312825237034,-0.070535906310389
added,too-many-statements,R0915,165,5.0405688440823919,0.019468129186394293,-0.21268233152930938,0.035299947201680761,0.0045752938253726992
added,try-except-raise,W0706,2,-9.5713966242169946,0.10199871535514041,0.47963105303612608,0.1053011204481793,-0.69230769230769229
added,unnecessary-pass,W0107,36,-12.2716291859839,0.074109601167114583,0.16322800641040433,0.015769797105475849,0.013983649496765282
added,unnecessary-semicolon,W0301,6,-123.2204425204425,0.028288201487449611,-1.1177755577755577,0.052696078431372549,-0.015963822599978233
added,using-constant-test,W0125,10,9.3780463308476278,0.028134757348825437,0.82110149149259781,-0.093095137886804555,0.25
added,wildcard-import,W0401,23,-28.508875013938354,0.026592370682108575,-0.63076063892125656,0.0055198164334799536,-0.0013951281240113939
removed,Simplify-boolean-expression,R1709,1,-10.005970149253741,-0.32885428322765142,-1.889974937343359,-0.13829787234042556,0.056413488811850043
removed,broad-exception-caught,W0718,41,12.589886176189825,0.00905612790962235,-0.056364688932556736,-0.060471709252468031,0.09842501368956659
removed,comparison-of-constants,R0133,1,300.62499999999994,-0.38814903846153842,2.6727272727272728,0.0787878787878788,0.0
removed,line-too-long,C0301,103,42.663483677524972,0.10921949683263427,0.27565697910329762,-0.0247940582576035,0.051015466504005777
removed,pointless-statement,W0104,12,15.857273190065923,0.09704920999770722,-0.14690960251046783,0.0373816701577616,-0.008081292467012266
removed,simplifiable-if-expression,R1719,16,-18.150809369083252,0.0444736917939201,0.24666196623806491,-0.11939205886848792,-0.14132603170569552
removed,simplifiable-if-statement,R1703,13,71.82203546257611,0.023659711185697336,-0.61886460366546414,0.063494995833514437,0.11879488742241619
removed,superfluous-parens,C0325,79,-2.3153405024280485,0.10492051776012276,0.14311986308486627,-0.028566569030260044,-0.067988139500901851
removed,too-many-boolean-expressions,R0916,12,-78.713195093600987,0.12242902136351831,0.78168672754852964,0.03009697266782152,-0.084138480271797059
removed,too-many-branches,R0912,93,42.500335543413428,0.19119019734015572,0.18745062089977019,0.035446505053116979,-0.012218171376241545
removed,too-many-lines,C0302,49,4.7190686447387327,-0.099314548826251445,0.16355101111359888,-0.14290392657255419,-0.013366344811159645
removed,too-many-nested-blocks,R1702,24,8.0181460693263471,0.085029461395829342,-0.30477968093160995,0.086879639293293648,0.040418460362267705
removed,too-many-return-statements,R0911,27,18.254715113674294,0.054331351166764033,-0.31711202522782939,0.03785763655683639,0.070282366154528056
removed,too-many-statements,R0915,64,28.579107716481293,0.10357338885661722,-0.13807512856368229,-0.0056924720731249719,0.017508627222214555
removed,try-except-raise,W0706,12,-7.1635203178851645,0.16556681801684967,0.23521448016481794,0.13395708505258919,-0.038631234420359095
removed,unnecessary-pass,W0107,23,-33.946098981702654,0.057171890925122128,-0.39306964136172989,0.043700030744288937,-0.18486662001440443
removed,unnecessary-semicolon,W0301,7,20.416845460948405,0.062596828462935308,-0.20012881282007555,0.022888244644061098,0.018975599919338573
removed,using-constant-test,W0125,15,57.154255062675517,0.068384206656944682,0.007930542204127377,0.0830124027305759,0.070337935223249035
removed,wildcard-import,W0401,18,68.282943284036222,0.21005694179221029,0.52112522341773782,0.013775078755034982,0.0
